<DATE>;"MT_250"
10.10.2142;0.52320555
11.10.2142;0.52320555
12.10.2142;0.591268
13.10.2142;0.56261388
14.10.2142;0.60920362
15.10.2142;0.58769517
16.10.2142;0.64146629
17.10.2142;0.6773018
18.10.2142;0.64503912
19.10.2142;0.69162885
20.10.2142;0.73821859
21.10.2142;0.77762692
22.10.2142;0.74536425
23.10.2142;0.70238308
24.10.2142;0.72746436
25.10.2142;0.75254564
26.10.2142;0.75254564
27.10.2142;0.75611848
28.10.2142;0.80270821
29.10.2142;0.73103719
30.10.2142;0.79195398
31.10.2142;0.75254564
01.11.2142;0.74179142
02.11.2142;0.72028297
03.11.2142;0.76329987
04.11.2142;0.7238558
05.11.2142;0.77044553
06.11.2142;0.75254564
07.11.2142;0.8098896
08.11.2142;0.74897281
09.11.2142;0.81346243
10.11.2142;0.79552681
11.11.2142;0.79552681
12.11.2142;0.80628104
13.11.2142;0.84211655
14.11.2142;0.82421666
15.11.2142;0.78480832
16.11.2142;0.78838115
17.11.2142;0.80270821
18.11.2142;0.81703526
19.11.2142;0.78480832
20.11.2142;0.79195398
21.11.2142;0.78838115
22.11.2142;0.7668727
23.11.2142;0.75611848
24.11.2142;0.7131373
25.11.2142;0.72746436
26.11.2142;0.68087463
27.11.2142;0.6773018
28.11.2142;0.68802029
29.11.2142;0.67369324
30.11.2142;0.65218479
01.12.2142;0.74536425
02.12.2142;0.6701204
03.12.2142;0.66654757
04.12.2142;0.54467827
05.12.2142;0.48737004
06.12.2142;0.46943442
07.12.2142;0.46228876
08.12.2142;0.3861517
09.12.2142;0.34681482
10.12.2142;0.34681482
11.12.2142;0.32537783
12.12.2142;0.34681482
13.12.2142;0.33966916
14.12.2142;0.33609632
15.12.2142;0.35038765
16.12.2142;0.35038765
17.12.2142;0.32537783
18.12.2142;0.35399621
19.12.2142;0.34324199
20.12.2142;0.30033227
21.12.2142;0.35756904
22.12.2142;0.32537783
23.12.2142;0.30747794
24.12.2142;0.30390511
25.12.2142;0.33966916
26.12.2142;0.33252349
27.12.2142;0.32895066
28.12.2142;0.3110865
29.12.2142;0.32180499
30.12.2142;0.33609632
31.12.2142;0.32537783
01.01.2143;0.3110865
02.01.2143;0.31823216
03.01.2143;0.29318661
04.01.2143;0.32180499
05.01.2143;0.5016971
06.01.2143;0.44792597
07.01.2143;0.55904105
08.01.2143;0.52677838
09.01.2143;0.57694094
10.01.2143;0.64146629
11.01.2143;0.59844939
12.01.2143;0.49812426
13.01.2143;0.47300725
14.01.2143;0.55185966
15.01.2143;0.52320555
16.01.2143;0.57336811
17.01.2143;0.57694094
18.01.2143;0.64146629
19.01.2143;0.58769517
20.01.2143;0.66293901
21.01.2143;0.65218479
22.01.2143;0.64146629
23.01.2143;0.6701204
24.01.2143;0.70952874
25.01.2143;0.6773018
26.01.2143;0.68087463
27.01.2143;0.66293901
28.01.2143;0.65936618
29.01.2143;0.66654757
30.01.2143;0.65579335
31.01.2143;0.6701204
01.02.2143;0.69162885
02.02.2143;0.68802029
03.02.2143;0.68087463
04.02.2143;0.6701204
05.02.2143;0.65218479
06.02.2143;0.6342849
07.02.2143;0.67369324
08.02.2143;0.60920362
09.02.2143;0.64861195
10.02.2143;0.63785773
11.02.2143;0.6773018
12.02.2143;0.64503912
13.02.2143;0.69520169
14.02.2143;0.6701204
15.02.2143;0.65936618
16.02.2143;0.6701204
17.02.2143;0.67369324
18.02.2143;0.65218479
19.02.2143;0.71671014
20.02.2143;0.64861195
21.02.2143;0.6701204
22.02.2143;0.6773018
23.02.2143;0.64146629
24.02.2143;0.68444746
25.02.2143;0.69877452
26.02.2143;0.6701204
27.02.2143;0.63785773
28.02.2143;0.6271035
01.03.2143;0.65936618
02.03.2143;0.6342849
03.03.2143;0.64503912
04.03.2143;0.591268
05.03.2143;0.61634928
06.03.2143;0.61277645
07.03.2143;0.63071207
08.03.2143;0.60920362
09.03.2143;0.63785773
10.03.2143;0.50526993
11.03.2143;0.45510736
12.03.2143;0.45510736
13.03.2143;0.43620708
14.03.2143;0.34324199
15.03.2143;0.31823216
16.03.2143;0.31465933
17.03.2143;0.28961378
18.03.2143;0.29675944
19.03.2143;0.3110865
20.03.2143;0.32180499
21.03.2143;0.3110865
22.03.2143;0.32537783
23.03.2143;0.27174962
24.03.2143;0.35038765
25.03.2143;0.3110865
26.03.2143;0.28961378
27.03.2143;0.30390511
28.03.2143;0.26460395
29.03.2143;0.31465933
30.03.2143;0.27532245
31.03.2143;0.28246811
01.04.2143;0.3110865
02.04.2143;0.32180499
03.04.2143;0.30033227
04.04.2143;0.34681482
05.04.2143;0.28246811
06.04.2143;0.31465933
07.04.2143;0.33609632
08.04.2143;0.28604094
09.04.2143;0.30033227
10.04.2143;0.30747794
11.04.2143;0.51245132
12.04.2143;0.43263425
13.04.2143;0.52320555
14.04.2143;0.54828683
15.04.2143;0.60563078
16.04.2143;0.60563078
17.04.2143;0.59844939
18.04.2143;0.54110543
19.04.2143;0.48737004
20.04.2143;0.53035121
21.04.2143;0.55185966
22.04.2143;0.58769517
23.04.2143;0.53395977
24.04.2143;0.58769517
25.04.2143;0.56618672
26.04.2143;0.61634928
27.04.2143;0.60202222
28.04.2143;0.62353067
29.04.2143;0.61634928
30.04.2143;0.6271035
01.05.2143;0.71671014
02.05.2143;0.68802029
03.05.2143;0.6773018
04.05.2143;0.6701204
05.05.2143;0.65579335
06.05.2143;0.65218479
07.05.2143;0.67369324
08.05.2143;0.68087463
09.05.2143;0.66293901
10.05.2143;0.64503912
11.05.2143;0.64503912
12.05.2143;0.59487656
13.05.2143;0.6271035
14.05.2143;0.63785773
15.05.2143;0.60920362
16.05.2143;0.63785773
17.05.2143;0.58769517
18.05.2143;0.6271035
19.05.2143;0.54828683
20.05.2143;0.65579335
21.05.2143;0.63785773
22.05.2143;0.65936618
23.05.2143;0.60563078
24.05.2143;0.67369324
25.05.2143;0.66293901
26.05.2143;0.6271035
27.05.2143;0.68802029
28.05.2143;0.64861195
29.05.2143;0.591268
30.05.2143;0.60202222
31.05.2143;0.61995784
01.06.2143;0.62353067
02.06.2143;0.60202222
03.06.2143;0.61995784
04.06.2143;0.67369324
05.06.2143;0.60563078
06.06.2143;0.60202222
07.06.2143;0.6342849
08.06.2143;0.55543249
09.06.2143;0.58051377
10.06.2143;0.59487656
11.06.2143;0.591268
12.06.2143;0.54467827
13.06.2143;0.56261388
14.06.2143;0.50526993
15.06.2143;0.4586802
16.06.2143;0.42906142
17.06.2143;0.43263425
18.06.2143;0.35399621
19.06.2143;0.30033227
20.06.2143;0.32537783
21.06.2143;0.30033227
22.06.2143;0.29318661
23.06.2143;0.31465933
24.06.2143;0.30033227
25.06.2143;0.32180499
26.06.2143;0.31465933
27.06.2143;0.28961378
28.06.2143;0.34324199
29.06.2143;0.29675944
30.06.2143;0.30747794
01.07.2143;0.28961378
02.07.2143;0.30747794
03.07.2143;0.27889528
04.07.2143;0.27532245
05.07.2143;0.28604094
06.07.2143;0.28604094
07.07.2143;0.31823216
08.07.2143;0.29318661
09.07.2143;0.28961378
10.07.2143;0.30747794
11.07.2143;0.27889528
12.07.2143;0.28604094
13.07.2143;0.26817678
14.07.2143;0.29318661
15.07.2143;0.26460395
16.07.2143;0.48376148
17.07.2143;0.40047876
18.07.2143;0.52677838
19.07.2143;0.52320555
20.07.2143;0.55543249
21.07.2143;0.61995784
22.07.2143;0.58412233
23.07.2143;0.51959698
24.07.2143;0.5016971
25.07.2143;0.5016971
26.07.2143;0.54110543
27.07.2143;0.58769517
28.07.2143;0.54110543
29.07.2143;0.58769517
30.07.2143;0.59844939
31.07.2143;0.61277645
01.08.2143;0.61277645
02.08.2143;0.6271035
03.08.2143;0.60202222
04.08.2143;0.64861195
05.08.2143;0.80270821
06.08.2143;0.72028297
07.08.2143;0.65936618
08.08.2143;0.64861195
09.08.2143;0.6342849
10.08.2143;0.60202222
11.08.2143;0.65936618
12.08.2143;0.65579335
13.08.2143;0.62353067
14.08.2143;0.66293901
15.08.2143;0.63071207
16.08.2143;0.61995784
17.08.2143;0.56618672
18.08.2143;0.69162885
19.08.2143;0.65218479
20.08.2143;0.64503912
21.08.2143;0.60920362
22.08.2143;0.64146629
23.08.2143;0.66654757
24.08.2143;0.62353067
25.08.2143;0.61277645
26.08.2143;0.61995784
27.08.2143;0.61995784
28.08.2143;0.59844939
29.08.2143;0.58769517
30.08.2143;0.59844939
31.08.2143;0.62353067
01.09.2143;0.58412233
02.09.2143;0.57694094
03.09.2143;0.58051377
04.09.2143;0.63071207
05.09.2143;0.64146629
06.09.2143;0.64146629
07.09.2143;0.55904105
08.09.2143;0.58412233
09.09.2143;0.56979528
10.09.2143;0.54828683
11.09.2143;0.66654757
12.09.2143;0.56261388
13.09.2143;0.57694094
14.09.2143;0.56979528
15.09.2143;0.59487656
16.09.2143;0.58051377
17.09.2143;0.55543249
18.09.2143;0.51245132
19.09.2143;0.43620708
20.09.2143;0.45510736
21.09.2143;0.42906142
22.09.2143;0.33609632
23.09.2143;0.30390511
24.09.2143;0.30033227
25.09.2143;0.29675944
26.09.2143;0.30390511
27.09.2143;0.28961378
28.09.2143;0.30390511
29.09.2143;0.31465933
30.09.2143;0.28961378
01.10.2143;0.32537783
02.10.2143;0.27889528
03.10.2143;0.32537783
04.10.2143;0.27174962
05.10.2143;0.29318661
06.10.2143;0.29675944
07.10.2143;0.26817678
08.10.2143;0.26460395
09.10.2143;0.27532245
10.10.2143;0.25742256
11.10.2143;0.3110865
12.10.2143;0.27174962
13.10.2143;0.28961378
14.10.2143;0.27532245
15.10.2143;0.26817678
16.10.2143;0.28961378
17.10.2143;0.26099539
18.10.2143;0.28604094
19.10.2143;0.26817678
20.10.2143;0.49094287
21.10.2143;0.41119726
22.10.2143;0.4945157
23.10.2143;0.49094287
24.10.2143;0.59487656
25.10.2143;0.56618672
26.10.2143;0.53395977
27.10.2143;0.55543249
28.10.2143;0.51959698
29.10.2143;0.53035121
30.10.2143;0.57694094
31.10.2143;0.6342849
01.11.2143;0.58051377
02.11.2143;0.59487656
03.11.2143;0.63071207
04.11.2143;0.62353067
05.11.2143;0.65936618
06.11.2143;0.6701204
07.11.2143;0.70238308
08.11.2143;0.69877452
09.11.2143;0.73821859
10.11.2143;0.70595591
11.11.2143;0.6773018
12.11.2143;0.63785773
13.11.2143;0.68087463
14.11.2143;0.6773018
15.11.2143;0.69162885
16.11.2143;0.66293901
17.11.2143;0.67369324
18.11.2143;0.65579335
19.11.2143;0.64146629
20.11.2143;0.65579335
21.11.2143;0.68802029
22.11.2143;0.69877452
23.11.2143;0.58412233
24.11.2143;0.6701204
25.11.2143;0.58769517
26.11.2143;0.6342849
27.11.2143;0.61634928
28.11.2143;0.6773018
29.11.2143;0.64503912
30.11.2143;0.6773018
01.12.2143;0.74536425
02.12.2143;0.69520169
03.12.2143;0.6701204
04.12.2143;0.65936618
05.12.2143;0.66654757
06.12.2143;0.63785773
07.12.2143;0.64146629
08.12.2143;0.66654757
09.12.2143;0.6701204
10.12.2143;0.68087463
11.12.2143;0.61634928
12.12.2143;0.68802029
13.12.2143;0.64503912
14.12.2143;0.60563078
15.12.2143;0.56618672
16.12.2143;0.58769517
17.12.2143;0.55904105
18.12.2143;0.55543249
19.12.2143;0.58412233
20.12.2143;0.591268
21.12.2143;0.55904105
22.12.2143;0.54828683
23.12.2143;0.5016971
24.12.2143;0.43977991
25.12.2143;0.46586159
26.12.2143;0.41477009
27.12.2143;0.30390511
28.12.2143;0.31823216
29.12.2143;0.30390511
30.12.2143;0.27889528
31.12.2143;0.28604094
01.01.2144;0.3110865
02.01.2144;0.29675944
03.01.2144;0.30390511
04.01.2144;0.29675944
05.01.2144;0.30033227
06.01.2144;0.32180499
07.01.2144;0.30390511
08.01.2144;0.28246811
09.01.2144;0.29675944
10.01.2144;0.26817678
11.01.2144;0.3110865
12.01.2144;0.27889528
13.01.2144;0.27889528
14.01.2144;0.32180499
15.01.2144;0.29318661
16.01.2144;0.28961378
17.01.2144;0.30390511
18.01.2144;0.28604094
19.01.2144;0.26460395
20.01.2144;0.30033227
21.01.2144;0.27532245
22.01.2144;0.27532245
23.01.2144;0.32180499
24.01.2144;0.47300725
25.01.2144;0.40047876
26.01.2144;0.48737004
27.01.2144;0.49094287
28.01.2144;0.52320555
29.01.2144;0.56261388
30.01.2144;0.53035121
31.01.2144;0.51245132
01.02.2144;0.49094287
02.02.2144;0.45510736
03.02.2144;0.57336811
04.02.2144;0.56979528
05.02.2144;0.55904105
06.02.2144;0.58051377
07.02.2144;0.57694094
08.02.2144;0.61634928
09.02.2144;0.59844939
10.02.2144;0.60920362
11.02.2144;0.60202222
12.02.2144;0.61634928
13.02.2144;0.61277645
14.02.2144;0.59487656
15.02.2144;0.59844939
16.02.2144;0.65579335
17.02.2144;0.6342849
18.02.2144;0.60202222
19.02.2144;0.61277645
20.02.2144;0.65579335
21.02.2144;0.62353067
22.02.2144;0.6342849
23.02.2144;0.59487656
24.02.2144;0.58769517
25.02.2144;0.56261388
26.02.2144;0.6271035
27.02.2144;0.58412233
28.02.2144;0.61277645
29.02.2144;0.591268
01.03.2144;0.6342849
02.03.2144;0.57336811
03.03.2144;0.68444746
04.03.2144;0.60920362
05.03.2144;0.6271035
06.03.2144;0.63071207
07.03.2144;0.59844939
08.03.2144;0.65936618
09.03.2144;0.61277645
10.03.2144;0.60202222
11.03.2144;0.61634928
12.03.2144;0.59844939
13.03.2144;0.60920362
14.03.2144;0.6342849
15.03.2144;0.63071207
16.03.2144;0.60920362
17.03.2144;0.60563078
18.03.2144;0.61277645
19.03.2144;0.60202222
20.03.2144;0.55904105
21.03.2144;0.64861195
22.03.2144;0.57336811
23.03.2144;0.58769517
24.03.2144;0.56979528
25.03.2144;0.61277645
26.03.2144;0.57694094
27.03.2144;0.56979528
28.03.2144;0.51602415
29.03.2144;0.42906142
30.03.2144;0.42906142
31.03.2144;0.41119726
01.04.2144;0.35756904
02.04.2144;0.30747794
03.04.2144;0.31465933
04.04.2144;0.29675944
05.04.2144;0.28961378
06.04.2144;0.29318661
07.04.2144;0.29675944
08.04.2144;0.31465933
09.04.2144;0.31823216
10.04.2144;0.29318661
11.04.2144;0.31823216
12.04.2144;0.30390511
13.04.2144;0.28246811
14.04.2144;0.28246811
15.04.2144;0.28604094
16.04.2144;0.30390511
17.04.2144;0.28604094
18.04.2144;0.27889528
19.04.2144;0.26817678
20.04.2144;0.26460395
21.04.2144;0.29675944
22.04.2144;0.29675944
23.04.2144;0.28961378
24.04.2144;0.28246811
25.04.2144;0.30033227
26.04.2144;0.27889528
27.04.2144;0.30747794
28.04.2144;0.27532245
29.04.2144;0.40405159
30.04.2144;0.38972453
01.05.2144;0.51245132
02.05.2144;0.49094287
03.05.2144;0.59487656
04.05.2144;0.65218479
05.05.2144;0.60920362
06.05.2144;0.57336811
07.05.2144;0.5016971
08.05.2144;0.54110543
09.05.2144;0.57694094
10.05.2144;0.61995784
11.05.2144;0.55904105
12.05.2144;0.60202222
13.05.2144;0.56618672
14.05.2144;0.60202222
15.05.2144;0.59487656
16.05.2144;0.59487656
17.05.2144;0.64146629
18.05.2144;0.65579335
19.05.2144;0.65936618
20.05.2144;0.6342849
21.05.2144;0.65579335
22.05.2144;0.64146629
23.05.2144;0.63785773
24.05.2144;0.60920362
25.05.2144;0.64503912
26.05.2144;0.63785773
27.05.2144;0.6271035
28.05.2144;0.59844939
29.05.2144;0.62353067
30.05.2144;0.65218479
31.05.2144;0.61277645
01.06.2144;0.63785773
02.06.2144;0.591268
03.06.2144;0.66654757
04.06.2144;0.60920362
05.06.2144;0.67369324
06.06.2144;0.6342849
07.06.2144;0.67369324
08.06.2144;0.69162885
09.06.2144;0.67369324
10.06.2144;0.65936618
11.06.2144;0.62353067
12.06.2144;0.67369324
13.06.2144;0.65936618
14.06.2144;0.63785773
15.06.2144;0.6342849
16.06.2144;0.66293901
17.06.2144;0.61995784
18.06.2144;0.6701204
19.06.2144;0.69162885
20.06.2144;0.69877452
21.06.2144;0.62353067
22.06.2144;0.65218479
23.06.2144;0.64503912
24.06.2144;0.60202222
25.06.2144;0.6342849
26.06.2144;0.58051377
27.06.2144;0.61995784
28.06.2144;0.56979528
29.06.2144;0.591268
30.06.2144;0.591268
01.07.2144;0.58412233
02.07.2144;0.52320555
03.07.2144;0.43620708
04.07.2144;0.43977991
05.07.2144;0.45153453
06.07.2144;0.33609632
07.07.2144;0.31465933
08.07.2144;0.32895066
09.07.2144;0.31823216
10.07.2144;0.29675944
11.07.2144;0.31823216
12.07.2144;0.29318661
13.07.2144;0.31823216
14.07.2144;0.32537783
15.07.2144;0.30033227
16.07.2144;0.33252349
17.07.2144;0.3110865
18.07.2144;0.30747794
19.07.2144;0.31465933
20.07.2144;0.27532245
21.07.2144;0.30033227
22.07.2144;0.28961378
23.07.2144;0.28604094
24.07.2144;0.28246811
25.07.2144;0.28961378
26.07.2144;0.27532245
27.07.2144;0.28961378
28.07.2144;0.31465933
29.07.2144;0.28961378
30.07.2144;0.30033227
31.07.2144;0.27889528
01.08.2144;0.28961378
02.08.2144;0.28246811
03.08.2144;0.39329737
04.08.2144;0.40405159
05.08.2144;0.47661581
06.08.2144;0.46586159
07.08.2144;0.55904105
08.08.2144;0.591268
09.08.2144;0.55543249
10.08.2144;0.56261388
11.08.2144;0.51602415
12.08.2144;0.51245132
13.08.2144;0.55185966
14.08.2144;0.61995784
15.08.2144;0.591268
16.08.2144;0.61277645
17.08.2144;0.60920362
18.08.2144;0.62353067
19.08.2144;0.64503912
20.08.2144;0.6342849
21.08.2144;0.68802029
22.08.2144;0.6701204
23.08.2144;0.68802029
24.08.2144;0.66654757
25.08.2144;0.6701204
26.08.2144;0.65579335
27.08.2144;0.62353067
28.08.2144;0.62353067
29.08.2144;0.63785773
30.08.2144;0.64503912
31.08.2144;0.68444746
01.09.2144;0.65218479
02.09.2144;0.68444746
03.09.2144;0.65218479
04.09.2144;0.6342849
05.09.2144;0.66293901
06.09.2144;0.61995784
07.09.2144;0.64861195
08.09.2144;0.60920362
09.09.2144;0.7131373
10.09.2144;0.65579335
11.09.2144;0.70952874
12.09.2144;0.6701204
13.09.2144;0.6701204
14.09.2144;0.6701204
15.09.2144;0.69162885
16.09.2144;0.6773018
17.09.2144;0.69162885
18.09.2144;0.69877452
19.09.2144;0.70238308
20.09.2144;0.65218479
21.09.2144;0.65218479
22.09.2144;0.64146629
23.09.2144;0.68802029
24.09.2144;0.66293901
25.09.2144;0.66654757
26.09.2144;0.64861195
27.09.2144;0.61634928
28.09.2144;0.57694094
29.09.2144;0.63071207
30.09.2144;0.54828683
01.10.2144;0.62353067
02.10.2144;0.591268
03.10.2144;0.61995784
04.10.2144;0.61634928
05.10.2144;0.61634928
06.10.2144;0.5375326
07.10.2144;0.45153453
08.10.2144;0.4586802
09.10.2144;0.44792597
10.10.2144;0.33966916
11.10.2144;0.32537783
12.10.2144;0.32180499
13.10.2144;0.3110865
14.10.2144;0.28961378
15.10.2144;0.33252349
16.10.2144;0.31823216
17.10.2144;0.29675944
18.10.2144;0.35038765
19.10.2144;0.30390511
20.10.2144;0.29675944
21.10.2144;0.33966916
22.10.2144;0.27174962
23.10.2144;0.31465933
24.10.2144;0.32180499
25.10.2144;0.28246811
26.10.2144;0.27532245
27.10.2144;0.29675944
28.10.2144;0.28604094
29.10.2144;0.29675944
30.10.2144;0.28604094
31.10.2144;0.28961378
01.11.2144;0.29675944
02.11.2144;0.26460395
03.11.2144;0.31823216
04.11.2144;0.28961378
05.11.2144;0.27174962
06.11.2144;0.28961378
07.11.2144;0.5016971
08.11.2144;0.42548858
09.11.2144;0.4945157
10.11.2144;0.52320555
11.11.2144;0.61277645
12.11.2144;0.64146629
13.11.2144;0.58412233
14.11.2144;0.58051377
15.11.2144;0.49094287
16.11.2144;0.55185966
17.11.2144;0.57336811
18.11.2144;0.59844939
19.11.2144;0.60563078
20.11.2144;0.62353067
21.11.2144;0.61995784
22.11.2144;0.65218479
23.11.2144;0.6342849
24.11.2144;0.6271035
25.11.2144;0.68087463
26.11.2144;0.65936618
27.11.2144;0.66654757
28.11.2144;0.64146629
29.11.2144;0.67369324
30.11.2144;0.64861195
01.12.2144;0.67369324
02.12.2144;0.66654757
03.12.2144;0.69520169
04.12.2144;0.70952874
05.12.2144;0.65936618
06.12.2144;0.67369324
07.12.2144;0.76329987
08.12.2144;0.66654757
09.12.2144;0.68444746
10.12.2144;0.7131373
11.12.2144;0.65579335
12.12.2144;0.71671014
13.12.2144;0.64503912
14.12.2144;0.69162885
15.12.2144;0.68087463
16.12.2144;0.68087463
17.12.2144;0.69162885
18.12.2144;0.6773018
19.12.2144;0.69520169
20.12.2144;0.70952874
21.12.2144;0.69877452
22.12.2144;0.72746436
23.12.2144;0.69520169
24.12.2144;0.70595591
25.12.2144;0.60563078
26.12.2144;0.68087463
27.12.2144;0.63785773
28.12.2144;0.73461003
29.12.2144;0.66293901
30.12.2144;0.68444746
31.12.2144;0.68444746
01.01.2145;0.65579335
02.01.2145;0.60563078
03.01.2145;0.61995784
04.01.2145;0.56261388
05.01.2145;0.59844939
06.01.2145;0.591268
07.01.2145;0.59844939
08.01.2145;0.59487656
09.01.2145;0.60920362
10.01.2145;0.53035121
11.01.2145;0.44792597
12.01.2145;0.4586802
13.01.2145;0.4586802
14.01.2145;0.36471471
15.01.2145;0.33609632
16.01.2145;0.30033227
17.01.2145;0.31823216
18.01.2145;0.33609632
19.01.2145;0.30390511
20.01.2145;0.31465933
21.01.2145;0.32537783
22.01.2145;0.31465933
23.01.2145;0.30390511
24.01.2145;0.32895066
25.01.2145;0.32537783
26.01.2145;0.28246811
27.01.2145;0.35038765
28.01.2145;0.29675944
29.01.2145;0.30390511
30.01.2145;0.28961378
31.01.2145;0.30747794
01.02.2145;0.31823216
02.02.2145;0.30747794
03.02.2145;0.3110865
04.02.2145;0.32180499
05.02.2145;0.3110865
06.02.2145;0.3110865
07.02.2145;0.33966916
08.02.2145;0.28604094
09.02.2145;0.3110865
10.02.2145;0.50526993
11.02.2145;0.40405159
12.02.2145;0.43263425
13.02.2145;0.44792597
14.02.2145;0.42548858
15.02.2145;0.5375326
16.02.2145;0.61277645
17.02.2145;0.48737004
18.02.2145;0.44792597
19.02.2145;0.3861517
20.02.2145;0.53395977
21.02.2145;0.49094287
22.02.2145;0.57336811
23.02.2145;0.54467827
24.02.2145;0.61277645
25.02.2145;0.54110543
26.02.2145;0.60202222
27.02.2145;0.61277645
28.02.2145;0.55185966
01.03.2145;0.591268
02.03.2145;0.66293901
03.03.2145;0.61634928
04.03.2145;0.65579335
05.03.2145;0.59844939
06.03.2145;0.62353067
07.03.2145;0.61634928
08.03.2145;0.60563078
09.03.2145;0.57336811
10.03.2145;0.64503912
11.03.2145;0.59844939
12.03.2145;0.61634928
13.03.2145;0.61634928
14.03.2145;0.68444746
15.03.2145;0.68802029
16.03.2145;0.68802029
17.03.2145;0.64146629
18.03.2145;0.63785773
19.03.2145;0.56979528
20.03.2145;0.60920362
21.03.2145;0.58051377
22.03.2145;0.64146629
23.03.2145;0.64146629
24.03.2145;0.60920362
25.03.2145;0.61995784
26.03.2145;0.62353067
27.03.2145;0.61277645
28.03.2145;0.60563078
29.03.2145;0.57694094
30.03.2145;0.65579335
31.03.2145;0.56979528
01.04.2145;0.6271035
02.04.2145;0.60202222
03.04.2145;0.65218479
04.04.2145;0.6271035
05.04.2145;0.65579335
06.04.2145;0.60563078
07.04.2145;0.62353067
08.04.2145;0.60920362
09.04.2145;0.60920362
10.04.2145;0.55185966
11.04.2145;0.58412233
12.04.2145;0.56618672
13.04.2145;0.60563078
14.04.2145;0.59844939
15.04.2145;0.54828683
16.04.2145;0.49812426
17.04.2145;0.4945157
18.04.2145;0.46228876
19.04.2145;0.44792597
20.04.2145;0.36114188
21.04.2145;0.31465933
22.04.2145;0.33609632
23.04.2145;0.28246811
24.04.2145;0.31823216
25.04.2145;0.30033227
26.04.2145;0.29675944
27.04.2145;0.32180499
28.04.2145;0.29318661
29.04.2145;0.29675944
30.04.2145;0.34324199
01.05.2145;0.29318661
02.05.2145;0.28604094
03.05.2145;0.3110865
04.05.2145;0.30033227
05.05.2145;0.29675944
06.05.2145;0.28604094
07.05.2145;0.28961378
08.05.2145;0.28961378
09.05.2145;0.29675944
10.05.2145;0.29318661
11.05.2145;0.3110865
12.05.2145;0.29675944
13.05.2145;0.27532245
14.05.2145;0.29675944
15.05.2145;0.27889528
16.05.2145;0.32180499
17.05.2145;0.41477009
18.05.2145;0.5375326
19.05.2145;0.48018865
20.05.2145;0.45153453
21.05.2145;0.43620708
22.05.2145;0.56979528
23.05.2145;0.51602415
24.05.2145;0.51602415
25.05.2145;0.54467827
26.05.2145;0.43977991
27.05.2145;0.5375326
28.05.2145;0.60563078
29.05.2145;0.60920362
30.05.2145;0.58769517
31.05.2145;0.59487656
01.06.2145;0.56618672
02.06.2145;0.66293901
03.06.2145;0.6701204
04.06.2145;0.6271035
05.06.2145;0.65936618
06.06.2145;0.64861195
07.06.2145;0.74536425
08.06.2145;0.67369324
09.06.2145;0.63071207
10.06.2145;0.61277645
11.06.2145;0.60920362
12.06.2145;0.66654757
13.06.2145;0.6271035
14.06.2145;0.6342849
15.06.2145;0.6773018
16.06.2145;0.60563078
17.06.2145;0.6773018
18.06.2145;0.64503912
19.06.2145;0.58051377
20.06.2145;0.68087463
21.06.2145;0.59844939
22.06.2145;0.70238308
23.06.2145;0.72028297
24.06.2145;0.68444746
25.06.2145;0.64861195
26.06.2145;0.72028297
27.06.2145;0.72028297
28.06.2145;0.69162885
29.06.2145;0.65936618
30.06.2145;0.66293901
01.07.2145;0.69162885
02.07.2145;0.68087463
03.07.2145;0.7131373
04.07.2145;0.65936618
05.07.2145;0.69162885
06.07.2145;0.60920362
07.07.2145;0.63785773
08.07.2145;0.65936618
09.07.2145;0.69520169
10.07.2145;0.64503912
11.07.2145;0.61995784
12.07.2145;0.64146629
13.07.2145;0.6271035
14.07.2145;0.6271035
15.07.2145;0.58051377
16.07.2145;0.58412233
17.07.2145;0.591268
18.07.2145;0.591268
19.07.2145;0.63785773
20.07.2145;0.58769517
21.07.2145;0.51245132
22.07.2145;0.46943442
23.07.2145;0.45153453
24.07.2145;0.46228876
25.07.2145;0.33966916
26.07.2145;0.33609632
27.07.2145;0.28961378
28.07.2145;0.29675944
29.07.2145;0.30747794
30.07.2145;0.3110865
31.07.2145;0.29675944
01.08.2145;0.32537783
02.08.2145;0.28604094
03.08.2145;0.29675944
04.08.2145;0.32895066
05.08.2145;0.30390511
06.08.2145;0.29675944
07.08.2145;0.32180499
08.08.2145;0.27889528
09.08.2145;0.29675944
10.08.2145;0.30033227
11.08.2145;0.30390511
12.08.2145;0.29318661
13.08.2145;0.30033227
14.08.2145;0.28246811
15.08.2145;0.30747794
16.08.2145;0.29318661
17.08.2145;0.28604094
18.08.2145;0.30390511
19.08.2145;0.28246811
20.08.2145;0.28246811
21.08.2145;0.28961378
22.08.2145;0.46586159
23.08.2145;0.4586802
24.08.2145;0.53035121
25.08.2145;0.51245132
26.08.2145;0.53395977
27.08.2145;0.6342849
28.08.2145;0.57336811
29.08.2145;0.56261388
30.08.2145;0.49094287
31.08.2145;0.49094287
01.09.2145;0.51245132
02.09.2145;0.59487656
03.09.2145;0.54467827
04.09.2145;0.56979528
05.09.2145;0.60563078
06.09.2145;0.65218479
07.09.2145;0.65936618
08.09.2145;0.6701204
09.09.2145;0.6342849
10.09.2145;0.68087463
11.09.2145;0.70238308
12.09.2145;0.7131373
13.09.2145;0.68802029
14.09.2145;0.68802029
15.09.2145;0.64503912
16.09.2145;0.69877452
17.09.2145;0.66293901
18.09.2145;0.69162885
19.09.2145;0.66293901
20.09.2145;0.6271035
