"MT_251";"MT_252";"MT_253";"MT_254"
0.92695784;0.01879391;0.95373312;0.98342925;
0.95217877;0.06790051;0.03705243;0.96171447;
0.07295424;0.81608694;0.97933717;0.00681522;
0.12956202;0.90015596;0.03094005;0.02101707;
0.94804061;0.09984404;0.99019995;0.97432315;
0.82297298;0.98409775;0.01163643;0.99252258;
0.04121268;0.94869385;0.93869375;0.0178282;
0.5;0.01723485;0.16896074;0.00772086;
0.11397694;0.81608694;0.04626688;0.97687366;
0.97561966;0.98276515;0.98903908;0.03847479;
0.65624069;0.81753309;0.97677258;0.99373419;
0.07295424;0.93187999;0.03094005;0.97121337;
0.94129705;0.04119325;0.93869375;0.00701899;
0.95088742;0.0147713;0.90912798;0.0384115;
0.05870295;0.9852287;0.9875829;0.80078689;
0.11376834;0.98910987;0.01862621;0.95394363;
0.96520913;0.18391306;0.83103926;0.88910991;
0.11356048;0.05130615;0.98139232;0.9615885;
0.05348525;0.02066266;0.00980005;0.98452113;
0.96063005;0.0343409;0.02068568;0.20071913;
0.09591725;0.9656591;0.93869375;0.01288786;
0.05348525;0.90015596;0.03705243;0.04605637;
0.11356048;0.02294336;0.90955608;0.057319;
0.65756102;0.10031094;0.01860768;0.5;
0.07286653;0.93187999;0.98836357;0.5;
0.90408275;0.02068322;0.01550665;0.01927592;
0.65624069;0.95880675;0.00433294;0.04605637;
0.5;0.02947925;0.95373312;0.95394363;
0.34375931;0.01590225;0.5;0.02312634;
0.76139556;0.00689846;0.00745169;0.00661917;
0.07286653;0.00817543;0.00846799;0.00964681;
0.88643952;0.00647859;0.00594798;0.01088962;
0.5;0.01884505;0.0371993;0.98114586;
0.04782123;0.01593886;0.83103926;0.02567685;
0.76060366;0.0343976;0.02659244;0.5;
0.04919307;0.97414713;0.0371993;0.942681;
0.23939634;0.5;0.0309912;0.02493449;
0.17750231;0.0343976;0.00933505;0.01932395;
0.86073421;0.06812001;0.93849443;0.0461472;
0.02827182;0.97700589;0.16896074;0.96146171;
0.07304216;0.02952107;0.02331421;0.96152521;
0.23939634;0.89968906;0.83103926;0.05745921;
0.82249769;0.06812001;0.83103926;0.98253326;
0.13926579;0.05143219;0.9628007;0.02254398;
0.13926579;0.81608694;0.03104253;0.97944701;
0.76060366;0.93187999;0.16896074;0.01144168;
0.90378212;0.06812001;0.95361908;0.92402122;
0.08313626;0.5;0.0309912;0.02896556;
0.11376834;0.93187999;0.09087202;0.9538528;
0.86103899;0.10031094;0.97340756;0.0461472;
0.91686374;0.5;0.16896074;0.03847479;
0.09621788;0.06812001;0.0309912;0.98342925;
0.17702702;0.81608694;0.95373312;0.95394363;
0.86103899;0.970437;0.97668579;0.94254079;
0.93475622;0.02588505;0.98135523;0.79928087;
0.04923342;0.10031094;0.01695469;0.02317239;
0.5;0.97698043;0.98445468;0.99725017;
0.82249769;0.98406114;0.98445468;0.01780092;
0.34375931;0.18391306;0.02070857;0.01446768;
0.23939634;0.5;0.02663025;0.00827329;
0.82249769;0.10031094;0.97336975;0.99276242;
0.17750231;0.98848154;0.83103926;0.00857549;
0.09606734;0.99603955;0.99456416;0.20071913;
0.90393266;0.00757848;0.01141612;0.98897088;
0.94112492;0.99028682;0.99472378;0.01543777;
0.99349208;0.95880675;0.98759115;0.79928087;
0.23939634;0.02582078;0.97340756;0.98346459;
0.01413026;0.01351227;0.0124171;0.5;
0.05200436;0.02588505;0.96294757;0.057319;
0.97345058;0.99293483;0.01860768;0.11140046;
0.05870295;0.99261037;0.99113013;0.99108916;
0.03066705;0.99408623;0.99795238;0.99318878;
0.34375931;0.93209949;0.93869375;0.02567685;
0.96373221;0.01379044;0.96905995;0.942681;
0.07944678;0.01379044;0.0071632;0.97896393;
0.65624069;0.9928644;0.98309129;0.88910991;
0.87043798;0.05130615;0.93849443;0.057319;
0.88623166;0.04119325;0.5;0.057319;
0.03858322;0.97047893;0.02325627;0.98070809;
0.65756102;0.02952107;0.01551952;0.11140046;
0.98490332;0.9656024;0.99334684;0.01780092;
0.04217019;0.10031094;0.02655474;0.9863798;
0.06510312;0.01879391;0.01550665;0.95394363;
0.05195939;0.98521819;0.01551952;0.99228171;
0.95571037;0.81753309;0.93869375;0.02875111;
0.04124106;0.89968906;0.02655474;0.01008197;
0.11376834;0.02068322;0.98835632;0.01543777;
0.91697703;0.98965262;0.97677258;0.96701794;
0.11397694;0.97933734;0.03705243;0.88859954;
0.94301909;0.01292361;0.93869375;0.92426421;
0.03626779;0.02068322;0.03712572;0.95403411;
0.76060366;0.02578876;0.93849443;0.79928087;
0.23939634;0.90015596;0.96294757;0.98840422;
0.92695784;0.90015596;0.01034804;0.97905859;
0.86073421;0.05118071;0.9875829;0.0096428;
0.17750231;0.98707639;0.5;0.01102912;
0.0394738;0.9656591;0.06130625;0.99109258;
0.34375931;0.01378129;0.01860768;0.01157845;
0.96512797;0.0343976;0.96905995;0.98552332;
0.97977707;0.94869385;0.9875829;0.20071913;
0.95460364;0.5;0.01551952;0.01927592;
0.02961786;0.9770313;0.03705243;0.20071913;
0.07286653;0.81753309;0.97677258;0.5;
0.09606734;0.93187999;0.02655474;0.99406389;
0.17702702;0.05130615;0.98904551;0.0121408;
0.86103899;0.18391306;0.93849443;0.01451282;
0.96712253;0.90015596;0.16896074;0.92426421;
0.95088742;0.95880675;0.06130625;0.98453143;
0.65756102;0.93209949;0.90955608;0.02900161;
0.04907243;0.94869385;0.98566987;0.01447668;
0.13896101;0.09984404;0.93869375;0.95394363;
0.65624069;0.81753309;0.16896074;0.92426421;
0.92713347;0.81608694;0.95495175;0.97432315;
0.5;0.93209949;0.05919518;0.92426421;
0.07286653;0.01379044;0.02068568;0.97892583;
0.5;0.9852287;0.98322777;0.99300846;
0.05876022;0.05118071;0.08636954;0.01048678;
0.95460364;0.02582078;0.91363046;0.00826446;
0.86103899;0.0343409;0.83241864;0.00857865;
0.13896101;0.10031094;0.05919518;0.98070809;
0.86103899;0.04119325;0.03712572;0.95403411;
0.02961786;0.18246691;0.0044358;0.04596589;
0.95460364;0.9588879;0.01164368;0.02889372;
0.65756102;0.02947925;0.9690088;0.03298206;
0.88623166;0.05130615;0.01862621;0.19921311;
0.05348525;0.00544523;0.16758136;0.00626075;
0.09591725;0.00786267;0.01330051;0.01157845;
0.13896101;0.00942223;0.09087202;0.00965081;
0.92713347;0.01480288;0.5;0.01342361;
0.05870295;0.00829301;0.01860768;0.0289296;
0.0323262;0.10031094;0.00564607;0.88859954;
0.04225943;0.95880675;0.00499285;0.942681;
0.11397694;0.0343976;0.01695469;0.03847479;
0.06517338;0.029563;0.0232852;0.0289296;
0.34375931;0.18391306;0.02331421;0.942681;
0.03122808;0.98704413;0.06130625;0.92402122;
0.07304216;0.01295587;0.83241864;0.79928087;
0.17750231;0.81608694;0.5;0.92402122;
0.86073421;0.96554552;0.03712572;0.96697123;
0.65624069;0.01726349;0.93849443;0.79928087;
0.09621788;0.9656024;0.90955608;0.0461472;
0.34375931;0.95872529;0.01695469;0.02317239;
0.91686374;0.02585287;0.97926849;0.97892583;
0.06524378;0.18391306;0.06150557;0.01784188;
0.07304216;0.93209949;0.16896074;0.96692439;
0.93482662;0.81608694;0.09087202;0.11140046;
0.93475622;0.89968906;0.06150557;0.03853829;
0.08313626;0.0343976;0.95361908;0.5;
0.11397694;0.5;0.90912798;0.96692439;
0.86073421;0.97929617;0.90912798;0.03853829;
0.90378212;0.029563;0.9690088;0.79928087;
0.05887508;0.5;0.9628007;0.5;
0.82249769;0.93187999;0.02663025;0.20071913;
0.23939634;0.98618203;0.97668579;0.98778264;
0.90378212;0.18391306;0.02663025;0.99696223;
0.23939634;0.06812001;0.83103926;0.88910991;
0.76060366;0.98406114;0.83103926;0.01006886;
0.09621788;0.9955874;0.99110903;0.00701899;
0.82249769;0.97783929;0.98304531;0.11140046;
0.13926579;0.98850704;0.06150557;0.99373925;
0.98251151;0.97933734;0.98356674;0.96701794;
0.98769359;0.01292361;0.99309868;0.01218535;
0.17750231;0.0097041;0.06130625;0.9615885;
0.95782981;0.97783929;0.03712572;0.07573579;
0.94651475;0.09984404;0.02066283;0.942681;
0.07286653;0.98783361;0.96294757;0.97687366;
0.5;0.97417922;0.83103926;0.98072408;
0.03063559;0.99172352;0.99634651;0.97896393;
0.93719974;0.97417922;0.99611885;0.98346459;
0.03415489;0.18391306;0.97344526;0.9615885;
0.98771389;0.98120609;0.02066283;0.98457248;
0.01561889;0.81608694;0.96294757;0.97110628;
0.21469375;0.90015596;0.96287428;0.98781465;
0.34375931;0.93209949;0.02655474;0.03288902;
0.92065688;0.05130615;0.09044392;0.00772599;
0.96518887;0.94869385;0.99019995;0.96701794;
0.02540797;0.06790051;0.01550665;0.9899224;
0.83746299;0.97417922;0.90955608;0.0328427;
0.95782981;0.18391306;0.5;0.02111241;
0.76060366;0.01590225;0.01692401;0.98712641;
0.94651475;0.97052075;0.03712572;0.19921311;
0.65756102;0.0229687;0.98903908;0.00891425;
0.86103899;0.09984404;0.96905995;0.94282054;
0.02195764;0.98620956;0.01860768;0.99227914;
0.06286569;0.94881929;0.00886987;0.01537652;
0.89272688;0.0343409;0.83241864;0.9769652;
0.05698091;0.01379044;0.83103926;0.03828553;
0.94795059;0.5;0.98904551;0.01054386;
0.09134377;0.09984404;0.00980005;0.97896393;
0.23939634;0.04119325;0.98965196;0.98897611;
0.06517338;0.95880675;0.02325627;0.045786;
0.95080693;0.9656591;0.01095449;0.97124889;
0.08313626;0.0411121;0.5;0.9878592;
0.88602306;0.97933734;0.97677258;0.0052543;
0.95875894;0.04119325;0.01860768;0.02567685;
0.23939634;0.98408556;0.04626688;0.07573579;
0.23860444;0.94881929;0.99113013;0.98072408;
0.86103899;0.09984404;0.03705243;0.79928087;
0.09606734;0.02947925;0.90955608;0.92426421;
0.06286569;0.81608694;0.83103926;0.99299371;
0.97345058;0.97052075;0.02325627;0.00492262;
0.98516634;0.10031094;0.98566987;0.9742948;
0.018538;0.0343409;0.98904551;0.03847479;
0.94123978;0.98120609;0.00980519;0.97896393;
0.02821838;0.94869385;0.93869375;0.9863798;
0.97719454;0.98965778;0.9875829;0.02878663;
0.34375931;0.06790051;0.98669949;0.11038418;
0.93489688;0.02947925;0.93869375;0.9878592;
0.03939586;0.01216639;0.00809743;0.01281681;
0.17702702;0.9852287;0.09087202;0.01546857;
0.13896101;0.01149296;0.98835632;0.97886842;
0.23860444;0.02947925;0.02655474;0.98226694;
0.76139556;0.97052075;0.04626688;0.0328427;
0.07295424;0.5;0.03094005;0.01008197;
0.17702702;0.0343409;0.98139232;0.98072408;
0.08290998;0.0343976;0.01095449;0.19921311;
0.11356048;0.18391306;0.01330051;0.9668303;
0.94656229;0.09984404;0.00582197;0.01105009;
0.95780011;0.5;0.01164368;0.02567685;
0.23939634;0.02582078;0.96287428;0.9615885;
0.04911258;0.06790051;0.16896074;0.01157845;
0.11356048;0.0071356;0.03094005;0.00503569;
0.65624069;0.0055471;0.93869375;0.00891084;
0.34375931;0.01295587;0.09087202;0.03298206;
0.86103899;0.81608694;0.03705243;0.02053485;
0.13896101;0.00740545;0.06130625;0.01784188;
0.02439031;0.01381797;0.00642443;0.79928087;
0.04225943;0.18391306;0.0052792;0.9538528;
0.08313626;0.18391306;0.01098023;0.11140046;
0.23860444;0.81608694;0.0232852;0.02576207;
0.13926579;0.02952107;0.97340756;0.92402122;
0.02699361;0.95880675;0.02659244;0.79928087;
0.05881759;0.5;0.06150557;0.96146171;
0.34375931;0.81608694;0.93849443;0.07597878;
0.86073421;0.02952107;0.93849443;0.97892583;
0.17750231;0.05143219;0.02331421;0.05745921;
0.34375931;0.98117203;0.95361908;0.5;
0.17750231;0.02070383;0.09087202;0.0289296;
0.91686374;0.5;0.5;0.92402122;
0.06524378;0.97414713;0.09087202;0.11140046;
0.13896101;0.0343976;0.83103926;0.11140046;
0.93482662;0.06812001;0.16896074;0.0461472;
0.91686374;0.9656024;0.9628007;0.96692439;
0.08313626;0.09984404;0.16896074;0.05745921;
0.17750231;0.10031094;0.04638092;0.07597878;
0.34375931;0.9656024;0.09087202;0.92402122;
0.90378212;0.18391306;0.83103926;0.79928087;
0.08313626;0.02952107;0.90912798;0.05745921;
0.65624069;0.98704413;0.5;0.79928087;
0.65624069;0.9913619;0.95361908;0.96692439;
0.82249769;0.02952107;0.02073151;0.99714861;
0.65624069;0.81753309;0.90912798;0.01218535;
0.17750231;0.94856781;0.9628007;0.01218535;
0.65624069;0.99494222;0.83103926;0.97896393;
0.34375931;0.98555741;0.5;0.98781465;
0.94641942;0.98120609;0.96895747;0.20071913;
0.98142157;0.98276515;0.99151664;0.03298206;
0.96296886;0.01879391;0.99486726;0.01052476;
0.98770882;0.02947925;0.02655474;0.98346459;
0.95088742;0.01443255;0.90955608;0.02889372;
0.02045179;0.97999376;0.01431916;0.79928087;
0.05348525;0.99100248;0.01511801;0.98553232;
0.07024675;0.97052075;0.98784134;0.98842155;
0.92055322;0.97417922;0.99496409;0.97110628;
0.05698091;0.99059911;0.99522286;0.96706453;
0.94795059;0.01879391;0.99113013;0.02101707;
0.16253701;0.09984404;0.01164368;0.97898293;
0.34375931;0.93209949;0.09044392;0.99034919;
0.06517338;0.02582078;0.16896074;0.02567685;
0.96375419;0.93187999;0.09044392;0.98457248;
0.23860444;0.99100638;0.01433013;0.942681;
0.07944678;0.06790051;0.16758136;0.01218535;
0.92055322;0.95880675;0.99254831;0.88910991;
0.10727312;0.0229687;0.98568084;0.97110628;
0.87043798;0.18391306;0.00886987;0.97110628;
0.23939634;0.5;0.5;0.04605637;
0.90393266;0.5;0.98448048;0.97687366;
0.34375931;0.93187999;0.06150557;0.0136202;
0.97719454;0.02068322;0.06130625;0.0384115;
0.03481113;0.97052075;0.93869375;0.98072408;
0.94123978;0.00985146;0.5;0.96152521;
0.02094009;0.94869385;0.01431916;0.02889372;
0.23939634;0.09984404;0.97344526;0.942681;
0.90865623;0.10031094;0.06130625;0.95403411;
0.76060366;0.89968906;0.93869375;0.942681;
0.06293126;0.0343976;0.01095449;0.01006886;
0.0394738;0.98408556;0.83103926;0.9953706;
0.90378212;0.02582078;0.98568084;0.00925133;
0.23939634;0.9656591;0.04626688;0.98069208;
0.9899872;0.93209949;0.90955608;0.80078689;
0.02045179;0.5;0.5;0.00772086;
0.04121268;0.9939128;0.09044392;0.94282054;
0.04225943;0.00985146;0.99153201;0.79928087;
0.98104957;0.02582078;0.02068568;0.99142135;
0.02914097;0.02947925;0.03094005;0.00798616;
0.95217877;0.9656591;0.96287428;0.07573579;
0.11356048;0.93209949;0.83241864;0.97432315;
0.94651475;0.9656024;0.04626688;0.01543777;
0.06510312;0.93209949;0.93849443;0.0384115;
0.5;0.02582078;0.97344526;0.20071913;
0.76060366;0.89968906;0.0309912;0.98456223;
0.97628816;0.81753309;0.99019481;0.03298206;
0.97954821;0.9770313;0.95373312;0.20071913;
0.01913899;0.0229687;0.04626688;0.95394363;
0.5;0.98276515;0.06130625;0.9615885;
0.93489688;0.5;0.04626688;0.20071913;
0.04911258;0.01293166;0.97344526;0.95394363;
0.76060366;0.97417922;0.09044392;0.98993114;
0.05348525;0.09984404;0.16896074;0.00723758;
0.86103899;0.02066266;0.00745169;0.01653541;
0.08302297;0.18391306;0.00716595;0.942681;
0.11356048;0.10031094;0.16896074;0.02103607;
0.07295424;0.05118071;0.0461534;0.95403411;
0.90408275;0.5;0.90955608;0.92426421;
0.13865748;0.05130615;0.16896074;0.02101707;
0.65756102;0.5;0.95373312;0.9615885;
0.76060366;0.81753309;0.09044392;0.00926608;
0.17702702;0.00492691;0.01692401;0.00827034;
0.5;0.01444259;0.00810094;0.00827329;
0.5;0.0062825;0.00451184;0.01268396;
0.34375931;0.00668947;0.03712572;0.5;
0.06293126;0.5;0.83241864;0.0289296;
0.02474428;0.03445448;0.02070857;0.5;
0.0394738;0.81608694;0.0371993;0.92402122;
0.34375931;0.06812001;0.0309912;0.07597878;
0.13926579;0.05130615;0.0371993;0.03853829;
0.86073421;0.93209949;0.9628007;0.92402122;
0.02581458;0.18391306;0.06150557;0.96146171;
0.06524378;0.93187999;0.5;0.92426421;
0.13896101;0.04119325;0.0371993;0.04605637;
0.95080693;0.18391306;0.90912798;0.9710704;
0.07313029;0.18391306;0.83103926;0.02107417;
0.23860444;0.04127471;0.9628007;0.97892583;
0.34375931;0.98117203;0.09087202;0.01784188;
0.82297298;0.05130615;0.0371993;0.9742664;
0.23860444;0.18391306;0.93849443;0.02317239;
0.06524378;0.10031094;0.09087202;0.9538528;
0.90378212;0.81608694;0.06150557;0.20071913;
0.93482662;0.5;0.97336975;0.88859954;
0.09606734;0.06812001;0.01695469;0.02107417;
0.23939634;0.5;0.9767148;0.79928087;
0.65624069;0.93187999;0.97668579;0.9710704;
0.86103899;0.9656024;0.98833453;0.11140046;
0.5;0.0343976;0.010371;0.0289296;
0.11376834;0.97929617;0.96287428;0.95394363;
0.65624069;0.99351938;0.98901977;0.98549623;
0.88623166;0.06812001;0.01435213;0.99696223;
0.09606734;0.03445448;0.97668579;0.02567685;
0.95080693;0.93187999;0.83103926;0.01102912;
0.97624095;0.99170699;0.16896074;0.00661728;
0.05358058;0.99147891;0.98667104;0.99527265;
0.02582575;0.00971773;0.95373312;0.00926239;
0.91686374;0.99338725;0.9628007;0.03298206;
0.98513303;0.00851061;0.99487149;0.02103607;
0.90378212;0.95880675;0.06130625;0.99142135;
0.98925976;0.01151207;0.09087202;0.01929191;
0.03116293;0.98406114;0.04626688;0.88859954;
0.02779799;0.99359537;0.06130625;0.97687366;
0.90393266;0.9852287;0.99667246;0.98781465;
0.03293182;0.9952964;0.9928368;0.99142135;
0.08313626;0.01149296;0.98965196;0.057319;
0.98018693;0.02947925;0.98307599;0.5;
0.98044679;0.5;0.95373312;0.99034919;
0.04907243;0.02582078;0.09044392;0.98219908;
0.08290998;0.81608694;0.02325627;0.97432315;
0.34375931;0.97705664;0.03712572;0.88597868;
0.0291552;0.9770313;0.02325627;0.01009072;
0.5;0.81753309;0.95373312;0.0257052;
0.5;0.02578876;0.9690088;0.98346459;
0.95873052;0.98277944;0.03712572;0.99276242;
0.76139556;0.05130615;0.09044392;0.02094141;
0.03417441;0.97047893;0.16896074;0.11089009;
0.90393266;0.04119325;0.98307599;0.02903775;
0.23939634;0.01034222;0.16896074;0.04605637;
0.5;0.5;0.03705243;0.79928087;
0.86073421;0.98409775;0.02325627;0.04596589;
0.90865623;0.97933734;0.96905995;0.96701794;
0.09134377;0.01292361;0.03094005;0.11140046;
0.11397694;0.01723485;0.02655474;0.92426421;
0.96933295;0.05130615;0.97344526;0.02101707;
0.02656124;0.9852287;0.03712572;0.02103607;
0.11397694;0.02947925;0.90912798;0.03298206;
0.96765631;0.18391306;0.93869375;0.96701794;
0.05698091;0.9770313;0.0124171;0.02103607;
0.0454652;0.18391306;0.98307599;0.95394363;
0.91686374;0.94869385;0.97674373;0.5;
0.86073421;0.01879391;0.16896074;0.04605637;
0.98319671;0.9656591;0.09087202;0.942681;
0.02693272;0.5;0.96287428;0.20071913;
0.76139556;0.89968906;0.04626688;0.99506902;
0.05692703;0.99137984;0.98566987;0.00681722;
0.23939634;0.01216639;0.02068568;0.07573579;
0.11376834;0.98120609;0.97931432;0.07573579;
0.98042754;0.04119325;0.97933717;0.9863798;
0.34375931;0.18391306;0.02066283;0.95394363;
0.02438034;0.02066266;0.83241864;0.03847479;
0.5;0.98706834;0.96287428;0.98451082;
0.97657674;0.97052075;0.98307599;0.01366021;
0.95463799;0.04119325;0.5;0.79928087;
0.02960318;0.98783361;0.09087202;0.88910991;
0.96520913;0.00827648;0.02322742;0.88910991;
0.05348525;0.98850704;0.16896074;0.98062777;
0.13896101;0.01877693;0.83103926;0.01105534;
0.88623166;0.06812001;0.06150557;0.92426421;
0.23939634;0.9656024;0.98669002;0.88859954;
0.23860444;0.18391306;0.00931644;0.0257052;
0.65756102;0.0147713;0.83103926;0.02885794;
0.07286653;0.90015596;0.96294757;0.96701794;
0.04432238;0.5;0.06130625;0.5;
0.90378212;0.09984404;0.04626688;0.01447668;
0.90879233;0.10031094;0.00332694;0.0384115;
0.98086715;0.02947925;0.97931432;0.07573579;
0.01797356;0.06790051;0.06150557;0.0384115;
0.12956202;0.00827648;0.00931179;0.00798616;
0.5;0.00886685;0.00886987;0.00926608;
0.5;0.00829301;0.00473837;0.0120153;
0.34375931;0.18391306;0.03712572;0.01932395;
0.07304216;0.02072447;0.06150557;0.02107417;
0.02827182;0.0343976;0.16896074;0.88910991;
0.05358058;0.06812001;0.01332896;0.04605637;
0.07313029;0.02585287;0.01695469;0.942681;
0.11376834;0.18391306;0.02331421;0.04605637;
0.88623166;0.81608694;0.96895747;0.79928087;
0.02698141;0.5;0.06150557;0.9742664;
0.05358058;0.90015596;0.01244189;0.05745921;
0.76060366;0.04119325;0.98667104;0.04605637;
0.91697703;0.06812001;0.01332896;0.98342925;
0.09621788;0.89968906;0.9628007;0.02576207;
0.5;0.93187999;0.97340756;0.97890673;
0.17702702;0.03445448;0.0371993;0.03307561;
0.88623166;0.94856781;0.09044392;0.11140046;
0.13896101;0.95880675;0.16896074;0.0289296;
0.13926579;0.02585287;0.5;0.9710704;
0.88602306;0.93187999;0.90912798;0.5;
0.90393266;0.18391306;0.09087202;0.03847479;
0.13926579;0.05143219;0.93869375;0.07597878;
0.09606734;0.98406114;0.04626688;0.96152521;
0.76060366;0.02299411;0.98833453;0.79928087;
0.90393266;0.10031094;0.9690088;0.03302877;
0.08302297;0.94856781;0.02070857;0.0257336;
0.5;0.18391306;0.9767148;0.98215812;
0.5;0.94856781;0.5;0.97682761;
0.88623166;0.18391306;0.0309912;0.99644878;
0.13896101;0.04127471;0.96287428;0.98072408;
0.90393266;0.81608694;0.16896074;0.01286646;
0.98251151;0.9913619;0.99066495;0.01542752;
0.04919307;0.97927553;0.99636781;0.20071913;
0.02376851;0.9656024;0.01551952;0.01780092;
0.88602306;0.99241875;0.03705243;0.04596589;
0.99286107;0.00887823;0.97933717;0.80078689;
0.11356048;0.98731326;0.16896074;0.98553232;
0.02545131;0.01019494;0.09044392;0.79928087;
0.97744459;0.02585287;0.95373312;0.02103607;
0.02657306;0.99444993;0.03712572;0.96152521;
0.05358058;0.99059485;0.98835632;0.98553232;
0.17750231;0.98965262;0.99509753;0.99406086;
0.76060366;0.10031094;0.99545524;0.99073392;
0.98449488;0.02294336;0.99254831;0.01780092;
0.34375931;0.99059911;0.06150557;0.98347634;
0.09591725;0.01378129;0.95373312;0.19921311;
0.04126948;0.5;0.00689877;0.02103607;
0.11397694;0.04119325;0.03094005;0.95403411;
0.91697703;0.94869385;0.99379115;0.0384115;
0.23860444;0.01089013;0.01034804;0.97110628;
0.88623166;0.99353352;0.83103926;0.99571385;
0.34375931;0.02578876;0.98904551;0.01441387;
0.07304216;0.9588879;0.00931179;0.94282054;
0.76060366;0.06790051;0.02655474;0.02305762;
0.97657674;0.98120609;0.95373312;0.01288786;
0.03065131;0.0343409;0.01692401;0.03298206;
0.90378212;0.81753309;0.95373312;0.98219908;
0.06517338;0.02294336;0.90955608;0.92426421;
0.34375931;0.97417922;0.09044392;0.79928087;
0.06524378;0.05130615;0.96905995;0.02312634;
0.34375931;0.04119325;0.01692401;0.88910991;
0.88602306;0.0343409;0.03094005;0.942681;
0.90378212;0.90015596;0.97933717;0.942681;
0.93482662;0.06790051;0.02066283;0.01006886;
0.23939634;0.18391306;0.98139232;0.07597878;
0.0394738;0.93187999;0.01330051;0.79928087;
0.11397694;0.93209949;0.5;0.97432315;
0.94637162;0.9656591;0.98568084;0.98552332;
0.23939634;0.05130615;0.90912798;0.98067605;
0.97976335;0.81608694;0.09087202;0.01008197;
0.01895043;0.18391306;0.01550665;0.01543777;
0.82249769;0.94869385;0.83241864;0.98897088;
0.95873052;0.95880675;0.98965196;0.02103607;
0.12956202;0.81753309;0.02325627;0.05717946;
0.05358058;0.93209949;0.16758136;0.99435104;
0.09621788;0.02066266;0.98836357;0.01285935;
0.96296886;0.99059485;0.04626688;0.0136202;
0.96936441;0.01590225;0.5;0.02889372;
0.06503302;0.10031094;0.03094005;0.99200009;
0.82297298;0.09984404;0.99068821;0.01365219;
0.94651475;0.18391306;0.5;0.04605637;
0.08290998;0.98408556;0.09044392;0.96701794;
0.5;0.93209949;0.01860768;0.97432315;
0.88643952;0.0343976;0.96905995;0.01285935;
0.04217019;0.9770313;0.04626688;0.04605637;
0.95460364;0.02947925;0.83103926;0.95394363;
0.96306032;0.04119325;0.0124171;0.5;
0.02575887;0.81608694;0.90912798;0.5;
0.91709002;0.01723485;0.5;0.88910991;
0.88643952;0.18246691;0.83241864;0.01102912;
0.02252135;0.97933734;0.90912798;0.92402122;
0.93713431;0.01723485;0.97344526;0.02103607;
0.11376834;0.06790051;0.0309912;0.07573579;
0.82249769;0.09984404;0.00886987;0.88910991;
0.34375931;0.5;0.00745169;0.02103607;
0.16253701;0.00827648;0.01240885;0.00798616;
0.23939634;0.00706036;0.01164368;0.01006886;
0.23939634;0.00767941;0.00411174;0.00955166;
0.34375931;0.02585287;0.06130625;0.0289296;
0.17750231;0.03445448;0.93869375;0.03302877;
0.02698141;0.5;0.06130625;0.0461472;
0.0454652;0.00942223;0.16896074;0.94254079;
0.34375931;0.18391306;0.01435213;0.5;
0.04919307;0.93187999;0.01697008;0.02319548;
0.92695784;0.01726349;0.0309912;0.98710499;
0.03121177;0.97929617;0.5;0.0289296;
0.04225943;0.029563;0.01435213;0.07597878;
0.76139556;0.5;0.97340756;0.20071913;
0.90378212;0.05130615;0.04638092;0.98067605;
0.09621788;0.97047893;0.98666153;0.03853829;
0.34243898;0.04127471;0.16896074;0.96146171;
0.17750231;0.5;0.04638092;0.0289296;
0.90393266;0.06790051;0.97929143;0.92426421;
0.23939634;0.9656024;0.0232852;0.03847479;
0.06517338;0.05130615;0.09087202;0.92402122;
0.94118241;0.81753309;0.9628007;0.5;
0.93475622;0.18246691;0.0371993;0.03853829;
0.0454652;0.93209949;0.5;0.79928087;
0.90393266;0.10031094;0.9901742;0.07597878;
0.17750231;0.06790051;0.02073151;0.9538528;
0.90378212;0.97414713;0.03712572;0.11140046;
0.08302297;0.02952107;0.90955608;0.03847479;
0.5;0.90015596;0.06130625;0.96697123;
0.34375931;0.96554552;0.99151664;0.97682761;
0.92695784;0.03445448;0.01332896;0.9961537;
0.11397694;0.5;0.09087202;0.99109258;
0.9605262;0.89968906;0.96895747;0.00964681;
0.96512797;0.99098294;0.95361908;0.00511776;
0.02825844;0.99390207;0.98445468;0.99424756;
0.03703114;0.01036287;0.97340756;0.04596589;
0.9545348;0.99424048;0.9706125;0.01447668;
0.98549487;0.98805753;0.98835632;0.92402122;
0.98317774;0.01129292;0.98904551;0.96706453;
0.5;0.00942223;0.99190257;0.88859954;
0.00822411;0.99202557;0.00490247;0.11140046;
0.97174156;0.01726349;0.97931432;0.942681;
0.98251151;0.99317189;0.83241864;0.99172671;
0.05362838;0.99408792;0.99737579;0.98219908;
0.97300639;0.05130615;0.99334447;0.20071913;
0.23939634;0.02947925;0.90955608;0.98346459;
0.09621788;0.95880675;0.02655474;0.20071913;
0.05881759;0.98120609;0.01860768;0.19921311;
0.11376834;0.93209949;0.95373312;0.02103607;
0.97655833;0.01590225;0.06150557;0.92426421;
0.06293126;0.98707639;0.09044392;0.98219908;
0.23860444;0.01723485;0.98965196;0.98781465;
0.88623166;0.06790051;0.01860768;0.98070809;
0.05881759;0.09984404;0.5;0.98342925;
0.09621788;0.94869385;0.93869375;0.02319548;
0.94637162;0.90015596;0.97344526;0.0257052;
0.91697703;0.5;0.97344526;0.95394363;
0.0394738;0.09984404;0.01431916;0.00747261;
0.76060366;0.05130615;0.98904551;0.942681;
0.17750231;0.9656591;0.02068568;0.92426421;
