<0>;<1>;<2>;<3>;<4>;<5>;<6>;<7>;<8>;<9>;<10>;<11>;<12>;<13>;<14>;<15>;<16>;<17>;<18>;<19>;<20>;<21>;<22>;<23>;<24>;<25>;<26>;<27>;<28>;<29>;<30>;<31>;<32>;<33>;<34>;<35>;<36>;<37>;<38>;<39>;<40>;<41>;<42>;<43>;<44>;<45>;<46>;<47>;<48>;<49>;<50>;<51>;<52>;<53>;<54>;<55>;<56>;<57>;<58>;<59>;<60>;<61>;<62>;<63>;<64>;<65>;<66>;<67>;<68>;<69>;<70>;<71>;<72>;<73>;<74>;<75>;<76>;<77>;<78>;<79>;<80>;<81>;<82>;<83>;<84>;<85>;<86>;<87>;<88>;<89>;<90>;<91>;<92>;<93>;<94>;<95>;<96>;<97>;<98>;<99>;<100>;<101>;<102>;<103>;<104>;<105>;<106>;<107>;<108>;<109>;<110>;<111>;<112>;<113>;<114>;<115>;<116>;<117>;<118>;<119>;<120>;<121>;<122>;<123>;<124>;<125>;<126>;<127>;<128>;<129>;<130>;<131>;<132>;<133>;<134>;<135>;<136>;<137>;<138>;<139>;<140>;<141>;<142>;<143>;<144>;<145>;<146>;<147>;<148>;<149>;<150>;<151>;<152>;<153>;<154>;<155>;<156>;<157>;<158>;<159>;<160>;<161>;<162>;<163>;<164>;<165>;<166>;<167>;<168>;<169>;<170>;<171>;<172>;<173>;<174>;<175>;<176>;<177>;<178>;<179>;<180>;<181>;<182>;<183>;<184>;<185>;<186>;<187>;<188>;<189>
07/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;15;143;254;254;238;154;126;142;89;103;147;20;211;78;13;169;100;13;42;254;58;12;24;222;101;13;15;33;234;87;13;18;14;121;248;41;15;17;14;66;254;69;13;18;18;14;80;254;86;13;18;17;17;15;118;254;55;13;18;18;18;14;48;254;158;19;17;18;18;17;14;35;214;211;34;15;18;17;18;18;14;49;231;188;28;15;18;18;18;18;16;17;150;254;84;15;18;18;18;18;18;15;23;168;254;69;12;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
08/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;15;143;254;231;193;120;127;107;123;58;203;18;137;136;12;88;186;19;15;162;135;15;14;94;223;27;16;13;105;216;24;16;16;27;218;133;15;18;18;15;135;223;31;15;18;17;16;130;242;40;15;17;18;16;25;201;198;30;15;18;18;18;14;78;254;123;15;17;18;18;18;14;42;238;179;21;16;18;18;18;18;12;76;254;174;22;16;18;18;18;18;15;30;183;254;61;12;18;18;18;18;18;14;43;222;242;58;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
09/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;140;254;201;157;101;158;80;168;29;219;34;63;224;23;34;236;43;12;78;250;32;14;27;233;92;13;16;29;231;87;13;18;13;90;254;45;14;18;15;38;238;124;14;18;17;15;28;213;162;19;17;18;18;14;47;254;139;16;17;18;18;17;15;124;254;74;13;18;18;18;18;14;74;254;133;17;17;18;18;18;17;15;90;254;117;18;17;18;18;18;18;14;31;216;227;43;14;18;18;18;18;18;13;50;254;206;31;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
10/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;19;168;254;237;227;143;187;49;196;26;169;74;29;242;50;13;172;101;12;27;224;93;13;15;127;184;20;17;13;102;216;24;16;17;21;177;173;19;17;18;13;83;254;54;14;18;18;13;65;254;88;13;18;18;18;14;83;254;78;14;18;18;18;17;22;184;231;42;14;18;18;18;18;13;111;254;83;14;18;17;18;18;17;18;140;254;80;13;18;18;18;18;18;14;57;246;171;24;16;17;18;17;18;18;14;82;254;173;20;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
11/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;26;223;252;252;244;101;166;59;210;36;127;113;12;170;98;12;89;188;19;13;127;187;19;15;40;252;69;14;16;29;234;88;13;18;13;63;254;61;13;18;17;20;183;171;20;17;18;17;15;128;248;40;15;18;18;17;17;147;248;42;14;18;18;18;15;40;244;176;23;16;18;18;18;17;19;164;252;57;13;18;17;17;18;16;22;186;254;59;12;18;18;18;18;18;12;90;254;155;19;16;18;18;18;18;17;14;126;254;123;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
12/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;16;26;223;254;248;152;96;183;59;169;69;69;183;13;102;169;15;36;238;45;12;46;251;47;15;14;146;171;17;17;13;102;214;24;16;17;19;168;184;23;16;18;14;48;254;92;14;18;18;15;27;214;165;19;17;18;18;15;32;210;168;22;16;18;17;18;14;71;253;121;15;17;18;18;18;15;32;196;219;31;15;18;18;18;18;15;39;218;203;36;15;18;17;18;18;17;15;117;254;102;16;17;18;18;18;18;16;20;159;254;78;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
13/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;26;223;254;234;151;128;125;65;137;97;33;223;27;54;241;31;15;171;101;12;20;195;124;14;14;59;254;46;15;16;29;233;88;13;18;15;43;254;89;13;18;17;15;122;242;34;15;18;18;13;64;254;89;13;18;18;18;13;61;254;111;14;18;18;18;17;16;117;254;75;13;18;18;18;18;13;56;250;156;23;16;18;18;18;18;13;67;254;168;20;16;18;18;18;18;16;24;160;254;67;14;18;18;18;18;18;15;35;200;246;44;14;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
14/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;25;225;227;152;155;154;123;109;90;146;21;204;51;21;211;67;12;86;186;19;13;86;237;29;15;18;166;143;16;18;13;103;216;25;16;18;15;133;218;25;16;18;16;26;209;145;15;17;18;17;15;125;246;41;15;18;17;17;15;123;254;54;13;18;18;18;16;24;172;240;43;14;18;18;18;18;13;94;254;111;15;17;18;18;18;18;12;92;254;130;15;17;18;18;18;18;14;34;222;235;37;14;18;18;18;18;18;12;55;252;206;30;15;18;18;18;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
15/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;45;254;224;152;113;141;86;113;48;184;18;150;95;12;149;135;12;36;234;43;13;33;246;72;13;13;74;253;33;15;16;29;230;88;13;18;15;39;237;112;15;18;18;13;74;254;61;14;18;18;16;27;209;165;19;17;18;18;16;25;183;195;26;16;18;18;18;14;42;234;176;25;16;18;18;18;17;15;123;254;68;13;18;18;17;18;17;18;125;254;80;13;18;17;18;18;18;14;50;254;184;26;15;18;18;18;18;18;13;92;254;143;19;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
16/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;60;254;219;157;110;156;69;161;43;219;24;95;162;12;74;200;21;16;168;101;13;14;138;158;17;16;24;209;108;13;18;13;101;216;25;16;18;12;98;252;37;15;18;17;17;157;193;21;17;18;18;13;73;254;89;13;18;18;18;13;48;254;134;15;17;18;18;18;12;74;254;113;14;17;18;17;18;16;25;180;237;38;14;18;18;17;18;15;25;184;237;46;14;18;18;18;18;18;14;88;254;127;17;17;18;17;18;18;16;17;123;254;92;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
17/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;60;254;220;160;162;198;78;183;23;203;53;51;222;22;36;233;39;12;86;187;19;14;53;250;40;15;13;84;238;30;16;16;29;232;89;14;18;16;27;232;123;15;17;18;15;44;251;100;13;18;18;17;18;150;242;42;15;18;18;18;13;100;254;69;13;18;18;18;17;17;139;254;65;14;18;18;18;18;14;46;234;174;22;16;18;18;18;18;14;46;246;184;24;16;18;18;18;18;17;18;136;254;80;14;18;18;18;18;18;15;25;177;254;54;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
18/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;13;60;254;219;158;147;184;46;187;35;173;72;25;213;42;17;200;92;12;36;235;44;14;21;203;115;13;15;33;244;78;13;18;13;101;216;25;16;18;14;77;254;55;14;18;18;13;113;238;37;15;18;18;15;35;237;141;16;17;18;18;16;21;158;220;30;15;18;18;18;16;25;201;220;31;15;18;17;18;18;12;80;252;115;15;17;18;18;18;18;13;80;254;150;18;16;18;17;18;18;16;22;186;251;46;14;18;18;18;18;18;14;46;239;211;28;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
19/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;59;254;242;234;113;143;51;203;38;118;123;12;169;81;12;119;151;15;16;171;102;13;14;105;208;21;17;14;115;200;22;17;16;30;242;89;13;18;17;20;187;162;17;17;18;16;24;213;138;15;17;18;18;13;78;254;72;13;18;18;18;14;37;237;139;19;17;18;18;18;14;46;254;140;19;16;18;18;18;17;15;130;254;69;13;18;17;18;18;17;15;126;254;81;12;18;18;18;17;18;15;42;242;196;24;16;18;18;18;18;18;12;79;254;151;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
20/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;103;254;254;174;110;167;71;137;51;69;182;14;120;127;12;59;237;29;12;86;189;19;15;37;248;61;14;15;48;254;55;14;18;15;134;216;25;16;18;13;69;254;56;13;18;18;14;70;254;64;13;18;18;17;17;148;225;32;15;17;18;18;13;81;254;85;13;18;18;18;18;13;98;254;89;13;18;18;18;17;16;23;187;233;36;15;18;18;18;18;16;24;181;244;48;13;18;18;18;18;17;14;74;254;136;16;17;18;18;18;18;17;17;144;254;99;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
21/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;119;252;254;151;107;163;72;138;92;50;207;18;68;187;17;27;229;58;12;36;238;45;15;16;149;145;15;17;16;152;159;17;17;15;43;254;88;13;18;17;20;163;186;23;16;18;17;18;163;189;23;16;18;18;15;38;254;139;17;17;18;18;16;18;153;244;40;15;18;18;18;17;19;150;246;45;14;18;18;18;18;14;52;254;151;20;17;18;18;18;17;14;46;234;184;26;15;17;18;18;18;17;16;121;254;84;13;18;18;18;18;18;15;27;206;247;48;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
22/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;119;254;254;150;125;105;71;80;105;24;222;39;32;216;35;12;156;109;13;17;169;102;13;14;70;254;37;15;14;53;254;48;15;18;15;135;220;25;16;18;14;47;254;80;13;18;18;14;41;254;92;13;18;18;18;14;96;254;60;13;18;18;18;15;37;238;158;19;17;18;18;18;15;35;234;187;23;16;18;18;18;18;14;88;254;98;13;18;18;18;18;18;13;80;254;126;17;17;18;18;18;18;15;24;191;243;43;13;18;18;18;18;18;14;50;254;177;21;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
23/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;120;254;254;146;173;107;119;73;172;19;184;68;16;184;69;12;90;189;19;12;86;187;19;15;26;223;87;13;17;21;191;121;14;18;15;42;254;89;13;18;17;15;144;206;23;16;18;18;14;125;248;39;15;18;17;16;20;175;204;25;16;18;18;18;13;81;254;86;13;18;18;17;18;13;78;254;108;14;17;17;18;18;17;18;138;254;49;14;18;18;18;18;17;15;130;254;77;13;18;18;18;18;18;14;53;248;171;23;16;18;18;18;18;17;14;103;254;119;15;17;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
24/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;117;254;254;146;173;104;139;49;171;14;149;99;12;142;106;12;48;246;36;13;36;233;44;15;13;119;186;20;17;13;75;250;33;15;17;15;133;216;25;16;18;15;47;254;81;12;18;18;16;28;225;128;14;18;18;17;14;46;254;116;13;17;18;18;17;18;152;241;40;15;18;18;18;17;16;125;254;57;14;18;18;18;18;15;31;219;203;25;16;18;18;18;18;15;29;203;227;39;15;18;18;18;18;18;12;92;254;111;14;18;18;18;18;18;17;20;156;254;62;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
25/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;19;168;254;177;142;173;59;132;29;220;27;97;146;12;84;171;15;20;196;81;13;17;167;102;13;14;54;254;48;15;16;29;231;88;13;18;15;43;254;89;13;18;17;15;122;231;33;15;18;18;14;80;254;56;13;18;18;17;15;116;254;46;14;18;18;17;15;36;234;160;19;17;18;18;18;15;27;207;216;29;15;18;18;18;17;14;61;254;120;16;17;18;17;18;18;13;53;254;171;20;16;18;18;18;18;17;20;155;254;55;12;18;18;18;18;18;15;38;240;202;27;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
26/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;21;200;244;150;96;146;53;168;28;188;29;65;187;17;42;216;28;12;132;150;14;13;101;188;19;16;19;186;113;14;18;13;102;216;24;16;18;15;132;218;25;16;17;15;31;238;113;14;18;18;17;19;180;174;21;17;18;18;16;25;197;174;21;16;17;18;18;13;80;254;88;13;18;18;18;18;13;63;254;130;16;17;18;18;18;17;14;113;254;75;13;18;18;17;18;18;13;90;254;97;14;17;18;18;18;18;15;33;224;193;29;15;18;18;18;17;18;13;84;254;124;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
27/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;21;198;243;154;94;144;51;219;24;164;56;30;230;32;21;197;59;12;62;219;25;13;46;250;45;15;14;84;227;25;16;16;33;244;63;13;18;15;42;254;89;13;18;18;13;107;244;33;15;18;18;14;59;254;84;13;18;18;18;13;70;254;80;13;18;18;18;17;18;149;247;36;15;18;18;18;17;15;124;254;67;13;18;18;18;18;16;25;191;231;33;15;18;18;18;18;17;19;163;254;58;14;18;18;18;18;18;13;74;254;135;16;17;18;18;18;18;17;18;155;254;63;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
28/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;21;200;237;146;92;182;52;174;23;144;74;22;209;49;12;166;87;12;32;241;57;13;20;192;102;13;16;30;241;77;14;18;15;138;174;19;17;18;15;133;218;26;16;17;15;31;241;113;13;17;18;18;15;139;212;27;16;18;18;17;16;138;237;36;15;18;18;18;15;36;234;137;16;17;18;18;18;16;27;203;211;29;15;18;18;18;18;14;48;251;143;17;17;18;18;18;18;15;42;241;195;25;16;18;18;18;18;17;17;133;254;69;13;18;18;17;17;18;15;38;234;205;27;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
29/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;21;206;182;108;94;205;50;174;35;94;111;12;175;80;12;101;151;14;16;159;107;13;13;104;191;19;16;16;151;163;16;17;14;48;254;54;14;18;15;42;254;72;13;18;18;14;88;244;41;15;18;17;15;32;234;117;13;18;18;18;15;32;243;141;15;17;18;18;18;14;80;254;70;13;18;18;18;18;14;49;254;132;16;17;18;18;18;18;12;92;254;75;13;18;18;18;18;18;13;72;254;117;15;17;18;17;18;18;15;25;198;216;31;15;17;18;18;18;18;13;83;254;124;15;17;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
30/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;22;210;179;106;95;203;50;196;53;79;146;12;111;138;12;52;209;23;12;98;169;17;14;46;252;45;15;13;59;246;37;15;17;19;177;134;15;18;18;14;135;180;19;17;18;16;21;198;152;16;17;18;18;13;104;246;37;15;18;18;18;13;89;254;64;14;18;18;18;16;18;151;223;31;15;18;18;18;18;14;102;254;68;13;18;18;18;18;17;20;168;228;38;15;18;18;18;18;17;16;137;254;59;14;18;18;17;18;18;13;59;254;135;16;17;18;18;18;18;17;18;151;254;63;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
31/03/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;46;193;154;109;80;154;45;140;55;43;168;14;76;157;15;26;211;48;12;51;244;35;15;20;196;102;13;16;24;222;103;13;17;13;68;254;37;15;18;14;50;254;64;13;18;18;13;76;253;51;15;18;18;16;24;195;154;16;17;18;18;16;22;188;186;23;16;18;18;18;14;46;252;137;15;17;18;18;18;16;21;179;216;30;15;18;18;18;18;14;43;248;169;20;17;18;18;18;18;15;32;220;195;25;16;18;18;18;18;17;15;119;254;71;13;18;18;18;18;18;15;38;233;203;27;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
01/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;50;169;141;112;72;130;41;117;84;41;222;22;43;218;24;17;183;72;13;23;211;68;13;13;107;189;19;17;14;106;193;19;17;16;25;218;99;14;18;17;19;175;174;19;17;18;17;22;198;151;16;17;18;18;13;74;254;53;14;18;18;18;14;56;254;96;12;18;18;18;18;13;98;254;57;14;18;17;18;18;14;52;254;134;15;17;18;17;18;18;13;92;254;93;15;18;18;18;18;18;13;71;254;117;15;18;18;18;18;18;16;25;198;222;31;15;18;18;18;18;18;13;82;254;123;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
02/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;50;172;142;111;73;136;54;119;121;20;184;33;27;213;44;12;119;132;14;14;140;141;15;15;46;250;44;15;15;43;254;58;14;18;13;93;231;26;16;18;14;61;254;65;14;18;18;13;75;254;52;14;18;18;17;19;158;195;22;17;17;18;17;16;130;242;39;15;18;18;18;16;21;172;201;25;16;17;18;18;17;15;121;254;69;14;18;18;18;18;17;20;166;246;36;15;18;18;18;18;17;16;136;254;59;14;18;18;18;18;18;13;58;254;138;16;17;18;18;18;18;17;18;152;254;50;14;18;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
03/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;50;172;143;111;73;143;90;92;119;15;205;59;15;189;68;12;65;196;20;13;75;207;22;16;20;195;102;13;18;15;163;135;15;18;15;37;246;71;13;18;17;18;173;176;19;16;18;17;22;195;153;15;17;18;18;14;51;254;77;13;18;18;18;15;36;238;137;17;17;18;18;18;14;53;254;101;13;18;18;18;18;16;26;203;216;26;16;18;18;18;18;15;42;246;146;17;17;18;18;18;18;15;31;219;200;25;16;18;18;18;18;18;15;118;254;71;14;18;18;18;18;18;14;48;252;182;22;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
04/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;48;172;143;111;73;143;91;55;155;14;139;72;12;127;121;12;32;218;38;13;32;242;53;14;13;105;189;19;17;13;80;247;31;16;18;14;126;189;20;17;18;14;61;254;64;14;18;17;14;55;254;53;14;18;18;17;16;147;229;30;15;18;18;18;13;89;254;61;13;18;18;18;18;15;120;254;45;15;18;18;18;18;14;61;254;111;14;18;18;18;18;18;13;91;254;77;13;17;18;18;18;18;13;71;254;119;15;17;18;18;18;18;15;33;220;214;26;16;18;18;18;18;18;13;99;254;95;12;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
05/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;63;168;142;111;70;101;92;55;203;16;123;124;12;103;144;15;21;201;74;13;18;180;97;14;15;46;250;45;14;16;26;229;77;13;18;14;54;254;50;14;18;17;18;173;152;15;18;18;17;16;155;193;21;17;18;18;15;35;246;107;13;18;18;18;17;22;179;195;24;16;18;18;18;16;25;212;173;19;17;18;18;18;17;15;122;254;55;14;18;18;17;17;16;19;165;233;34;15;18;18;18;18;17;16;136;254;59;14;18;18;18;18;18;13;73;254;115;14;18;18;18;18;18;16;22;196;237;39;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
06/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;13;102;106;140;111;92;75;92;42;186;16;80;132;12;59;206;20;13;138;111;13;13;102;164;15;17;20;191;103;13;18;14;134;183;19;17;17;17;163;149;16;17;18;13;65;254;44;15;18;17;14;52;254;74;13;18;18;18;14;113;240;35;15;18;18;17;13;59;253;93;14;18;18;18;18;14;73;254;77;13;18;18;18;18;16;26;216;191;23;16;18;18;18;18;14;42;246;147;17;17;18;18;18;18;15;40;238;195;22;16;18;18;18;18;17;16;138;254;56;13;18;18;18;18;18;14;61;254;133;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
07/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;103;98;140;111;136;77;109;22;188;27;57;200;18;32;217;38;12;78;179;17;14;53;234;31;16;13;103;193;20;17;14;57;251;41;15;18;13;76;246;33;15;18;16;25;213;137;15;18;18;17;16;153;196;21;17;18;18;16;25;207;145;15;17;18;18;18;14;133;252;37;15;18;18;18;17;16;139;233;36;15;18;18;18;18;14;75;254;92;13;18;18;18;18;17;13;107;254;69;13;18;18;18;18;18;13;87;254;98;13;18;17;18;18;18;15;38;248;171;21;17;18;18;17;18;17;17;141;254;61;13;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
08/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;103;99;140;111;136;74;173;25;223;42;37;184;21;21;198;60;12;39;220;31;14;27;231;64;14;15;45;246;38;15;17;20;198;111;14;17;17;23;203;112;14;18;18;13;86;254;44;15;18;18;14;52;254;74;14;18;18;18;13;81;254;46;14;18;17;18;15;33;233;125;15;17;18;18;18;15;40;251;127;15;17;18;18;18;17;16;143;250;44;15;18;18;18;17;16;23;191;206;27;16;18;18;18;18;17;19;157;251;47;14;18;18;18;18;18;14;90;254;84;13;18;18;18;18;18;15;37;246;188;24;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
09/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;13;103;99;142;103;135;74;176;17;165;44;22;217;43;12;150;99;12;25;216;63;14;15;141;129;14;17;20;193;84;14;17;13;108;214;23;17;18;13;105;218;24;16;17;16;24;214;138;15;17;18;17;16;154;195;21;17;18;18;16;23;189;159;19;17;17;18;18;13;98;254;55;13;17;18;18;18;13;95;254;56;13;18;18;18;18;15;43;250;153;17;17;18;18;18;18;14;54;254;125;14;18;18;18;18;17;14;47;254;152;17;16;18;18;18;17;17;19;176;231;35;15;18;18;18;18;18;14;92;254;86;12;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
