<0>;<1>;<2>;<3>;<4>;<5>;<6>;<7>;<8>;<9>;<10>;<11>;<12>;<13>;<14>;<15>;<16>;<17>;<18>;<19>;<20>;<21>;<22>;<23>;<24>;<25>;<26>;<27>;<28>;<29>;<30>;<31>;<32>;<33>;<34>;<35>;<36>;<37>;<38>;<39>;<40>;<41>;<42>;<43>;<44>;<45>;<46>;<47>;<48>;<49>;<50>;<51>;<52>;<53>;<54>;<55>;<56>;<57>;<58>;<59>;<60>;<61>;<62>;<63>;<64>;<65>;<66>;<67>;<68>;<69>;<70>;<71>;<72>;<73>;<74>;<75>;<76>;<77>;<78>;<79>;<80>;<81>;<82>;<83>;<84>;<85>;<86>;<87>;<88>;<89>;<90>;<91>;<92>;<93>;<94>;<95>;<96>;<97>;<98>;<99>;<100>;<101>;<102>;<103>;<104>;<105>;<106>;<107>;<108>;<109>;<110>;<111>;<112>;<113>;<114>;<115>;<116>;<117>;<118>;<119>;<120>;<121>;<122>;<123>;<124>;<125>;<126>;<127>;<128>;<129>;<130>;<131>;<132>;<133>;<134>;<135>;<136>;<137>;<138>;<139>;<140>;<141>;<142>;<143>;<144>;<145>;<146>;<147>;<148>;<149>;<150>;<151>;<152>;<153>;<154>;<155>;<156>;<157>;<158>;<159>;<160>;<161>;<162>;<163>;<164>;<165>;<166>;<167>;<168>;<169>;<170>;<171>;<172>;<173>;<174>;<175>;<176>;<177>;<178>;<179>;<180>;<181>;<182>;<183>;<184>;<185>;<186>;<187>;<188>;
16/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;19;187;254;143;213;45;213;80;25;254;75;12;54;238;30;15;19;186;130;14;18;14;117;219;23;17;18;13;99;241;31;16;18;18;15;136;214;25;16;18;18;16;28;227;160;17;17;18;18;18;13;116;254;63;14;18;18;18;18;12;80;254;93;12;18;18;18;18;18;15;122;254;67;13;18;18;18;18;18;13;64;254;128;16;17;18;17;18;18;17;16;137;254;73;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
17/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;31;223;254;151;200;40;231;72;33;254;109;12;27;233;74;14;13;97;225;25;16;15;45;254;71;14;18;15;35;250;93;13;18;18;15;44;254;86;13;18;18;18;13;95;254;55;14;18;18;18;16;29;214;176;19;17;18;18;18;16;19;160;233;37;15;18;18;18;18;16;26;201;213;30;16;18;18;18;18;18;15;128;254;57;13;18;18;18;17;18;15;39;242;202;25;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
18/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;43;254;254;237;244;121;254;105;79;254;151;15;16;168;134;14;15;42;254;61;14;17;20;190;149;15;18;18;14;133;198;22;17;18;18;15;136;216;25;16;18;18;17;21;188;163;17;17;17;18;18;13;81;254;85;13;18;18;18;18;15;40;254;130;16;17;18;18;18;18;13;69;254;111;15;18;18;18;18;18;15;36;229;184;23;16;18;18;18;18;18;13;89;254;113;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
19/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;43;254;254;254;251;211;248;147;142;122;216;25;12;86;207;21;16;19;187;130;14;18;13;83;247;35;15;18;15;53;254;76;14;18;18;15;43;254;87;14;18;18;18;13;69;254;63;14;18;18;18;17;18;168;221;25;16;18;18;17;18;14;104;254;59;13;17;18;18;18;17;17;145;254;48;14;18;18;18;17;18;13;79;254;107;13;18;18;18;18;18;17;19;174;250;46;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
20/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;43;254;253;252;254;229;101;242;163;43;242;42;12;45;247;40;15;13;99;227;25;16;16;31;239;94;13;18;17;16;153;174;17;17;18;18;15;136;214;25;16;18;18;17;20;184;202;23;16;18;18;18;14;59;254;111;15;18;18;18;18;16;25;211;187;23;16;17;18;18;18;15;45;246;164;20;17;18;17;18;18;17;19;173;244;41;15;18;18;18;18;18;14;52;254;152;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
21/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;47;254;254;177;173;186;44;254;97;18;211;80;13;23;218;78;13;15;43;254;62;13;18;14;135;183;19;17;18;13;66;254;54;14;18;18;15;43;253;88;13;18;17;18;13;69;254;79;13;18;18;17;18;15;127;254;39;15;18;18;18;18;13;65;254;89;14;18;18;18;18;18;13;93;254;91;13;18;17;18;18;18;14;46;254;149;16;17;18;18;18;18;18;15;127;254;75;13;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
22/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;88;254;179;120;112;127;29;252;59;13;163;127;13;15;146;156;15;17;20;200;133;14;18;14;63;254;52;14;18;17;21;193;136;13;18;18;18;15;146;216;25;16;18;18;17;19;157;204;23;17;18;18;18;15;40;252;141;17;17;18;18;18;17;18;147;247;35;15;17;18;18;18;17;22;193;227;33;15;18;18;18;17;18;13;105;254;70;13;18;18;18;18;18;15;29;229;191;23;16;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
23/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;91;254;234;121;149;119;43;254;63;12;99;191;19;13;81;223;25;16;14;121;229;26;16;17;21;202;128;15;18;18;13;91;251;36;15;18;17;14;63;254;87;13;18;17;18;14;47;254;80;13;18;18;18;18;14;95;254;58;14;18;18;18;18;14;43;254;137;17;17;18;18;18;18;14;57;254;132;14;18;18;18;18;18;16;25;200;197;25;16;17;18;18;18;18;13;98;254;103;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
24/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;97;254;254;220;237;172;111;254;109;12;56;229;27;14;34;248;61;14;14;55;254;62;14;18;14;94;240;28;16;18;16;30;234;117;14;18;18;17;19;172;214;25;16;18;18;17;15;142;227;32;15;18;18;18;16;26;222;165;18;17;18;18;18;18;13;101;252;53;14;18;18;18;18;17;16;135;254;59;14;18;18;18;18;18;12;74;254;102;13;18;18;18;18;18;16;21;186;234;31;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
25/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;158;254;254;254;254;219;171;165;135;13;32;238;55;14;19;191;108;14;17;23;214;130;14;18;15;36;254;70;14;18;18;13;103;224;25;16;18;18;14;63;254;88;13;18;18;18;14;47;254;111;14;18;18;18;18;13;86;254;80;13;18;18;17;18;16;29;227;171;21;16;18;18;18;18;14;35;246;171;18;17;18;18;18;18;17;20;163;251;44;15;18;18;18;18;18;13;71;254;134;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
26/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;16;164;254;254;254;157;254;141;66;207;19;21;209;98;13;13;105;174;17;17;14;119;225;25;16;17;17;168;170;17;17;18;15;42;254;86;14;18;18;17;19;171;213;25;16;18;18;17;15;140;242;33;15;18;18;18;17;19;179;207;23;16;18;18;18;18;14;74;254;79;13;18;18;17;18;18;14;89;254;80;13;18;18;18;18;18;14;51;254;137;15;17;18;18;18;18;17;17;146;254;47;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
27/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;169;252;233;246;64;225;75;47;225;27;12;136;147;15;14;57;249;37;15;14;54;254;61;14;18;13;68;254;46;15;18;18;15;138;186;19;17;18;18;14;62;254;67;13;18;18;18;15;42;246;113;14;18;18;18;17;14;64;253;107;14;18;18;18;18;17;21;184;233;32;15;18;18;18;18;16;24;208;213;28;16;18;18;18;18;18;14;115;254;62;14;18;18;18;18;18;14;50;254;143;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
28/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;31;235;254;98;194;37;216;44;23;225;48;12;77;214;23;15;29;240;70;13;17;23;211;130;14;18;16;24;214;112;14;18;18;14;48;254;61;14;18;18;17;19;175;172;19;17;18;18;18;13;106;246;33;15;18;18;18;17;15;138;249;35;15;18;18;18;18;14;53;254;108;14;18;18;18;18;18;14;65;254;121;14;18;18;18;18;18;15;34;241;176;19;17;18;18;18;18;17;16;133;254;69;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
29/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;32;241;254;141;225;73;254;69;18;207;88;12;39;242;45;15;15;149;143;15;18;14;117;227;25;16;18;13;113;229;26;16;18;17;20;176;169;17;17;18;18;14;62;254;63;14;18;18;18;15;31;241;115;14;18;18;18;18;15;46;254;115;13;18;18;18;18;17;16;130;254;47;14;18;18;18;18;17;18;150;250;40;15;18;18;18;18;18;13;85;254;84;14;18;18;18;18;18;15;33;240;179;20;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
30/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;36;242;254;239;225;136;254;95;12;146;109;12;25;227;80;13;13;89;225;23;17;14;52;254;63;14;18;15;40;254;63;13;18;18;13;67;254;42;15;18;18;17;19;173;174;19;17;18;18;18;13;105;252;50;14;18;18;18;17;15;137;252;44;15;18;18;18;18;15;32;243;143;15;17;18;18;17;18;15;40;254;157;17;17;17;18;18;18;16;23;202;216;26;16;18;18;18;18;18;14;109;254;69;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
31/01/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;70;254;254;254;247;200;231;107;12;111;176;16;15;156;129;14;15;39;248;53;15;17;18;184;136;14;18;17;19;180;155;16;17;18;16;25;218;132;15;18;18;18;14;63;254;63;14;18;18;18;15;31;236;147;15;17;18;18;18;15;33;233;151;16;17;18;18;18;18;13;110;254;54;14;18;18;18;18;17;15;118;254;56;14;18;18;18;18;18;13;77;254;93;13;18;18;18;18;18;15;32;237;180;20;17;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
01/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;72;254;254;234;244;165;91;180;13;69;200;21;12;93;196;20;16;21;203;104;13;18;13;96;231;25;16;18;14;77;250;37;15;18;18;13;91;254;34;15;18;18;17;19;172;176;18;17;18;18;18;13;105;252;51;14;18;18;18;18;13;102;254;53;14;18;18;17;18;16;27;208;184;20;17;18;18;17;18;16;27;223;171;21;17;18;17;18;18;17;17;163;248;40;15;18;18;18;18;18;14;109;254;69;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
02/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;78;254;228;123;164;94;67;182;15;37;234;34;12;59;248;37;15;14;115;180;19;17;15;41;254;63;14;18;16;29;237;102;13;18;18;16;28;243;98;14;18;18;18;13;79;254;63;14;18;18;18;15;31;235;149;16;17;18;18;18;16;29;233;156;19;18;18;18;18;18;12;78;254;69;13;17;18;18;18;18;13;94;254;80;13;18;18;18;18;18;14;57;252;127;15;18;18;18;18;18;15;33;237;181;20;17;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
03/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;135;251;195;75;173;71;61;233;27;26;227;53;13;29;241;63;14;13;61;254;34;15;17;19;183;134;14;18;18;14;123;214;23;16;18;17;15;125;223;24;16;17;18;16;25;211;173;19;17;18;18;18;14;88;254;51;14;18;18;18;18;14;85;254;76;13;18;18;18;18;16;23;196;200;26;16;18;18;18;18;16;24;191;202;23;16;18;18;18;18;17;17;160;254;41;15;17;18;18;18;18;13;108;254;69;13;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
04/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;135;254;254;79;241;73;28;229;34;14;175;85;13;17;176;111;13;16;27;229;74;14;18;13;95;228;25;16;18;15;46;254;62;14;18;18;15;43;254;69;13;18;18;18;13;87;254;48;14;18;18;17;16;21;195;153;16;17;18;18;18;17;20;188;193;22;17;18;18;18;18;14;57;254;97;13;18;18;18;18;18;13;67;252;101;14;18;18;18;18;18;15;41;254;127;15;18;18;18;18;18;15;32;238;180;21;17;18;18;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
05/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;21;183;254;252;138;254;71;25;232;48;12;122;143;14;13;109;177;18;17;15;159;144;14;18;15;41;254;63;14;18;17;19;179;155;16;18;18;17;18;162;187;21;17;18;18;16;24;216;136;15;18;18;18;18;13;75;254;51;14;18;18;18;18;13;72;254;76;13;18;18;17;18;17;17;157;229;28;15;18;18;18;18;17;20;178;238;34;15;18;18;18;17;18;14;123;254;40;15;18;18;18;18;18;13;108;254;70;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
06/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;23;217;254;253;233;183;101;13;180;81;12;92;169;16;13;58;237;30;16;13;85;216;24;16;17;19;184;133;14;18;18;13;79;250;31;16;18;18;14;55;254;56;14;18;18;18;13;86;254;43;15;18;18;18;17;22;198;152;16;17;18;18;18;17;21;189;195;21;16;18;18;18;18;13;55;254;105;15;18;18;17;17;18;13;67;254;111;14;17;18;18;18;18;15;39;254;133;16;17;18;18;18;17;15;32;234;182;21;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
07/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;40;244;254;252;206;124;150;13;175;84;12;52;225;25;14;37;250;59;14;15;40;254;54;14;18;13;96;229;26;16;18;15;33;250;93;13;18;18;17;20;193;147;16;17;18;18;16;24;214;136;15;18;18;18;18;13;74;254;52;14;18;18;18;18;13;71;254;95;14;18;18;18;18;17;16;128;254;43;15;18;18;18;18;17;18;149;244;34;15;18;18;18;18;18;14;122;254;60;14;17;18;18;18;18;14;108;254;70;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
08/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;56;254;227;172;135;93;154;12;123;144;12;33;231;47;14;20;196;109;13;17;21;197;101;13;18;15;42;254;64;14;18;18;14;133;188;21;17;18;18;14;80;254;39;15;18;18;18;13;86;254;44;15;18;18;18;17;21;196;151;16;17;18;18;18;17;16;147;237;31;15;18;18;18;18;15;36;251;133;15;18;18;18;18;18;14;45;254;113;13;18;18;18;18;18;15;39;250;164;18;17;18;18;18;18;16;32;234;183;21;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
09/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;65;254;171;130;114;67;151;12;94;157;14;19;198;72;14;13;126;178;17;18;13;106;188;20;17;17;19;182;136;14;18;18;14;57;254;55;14;18;18;16;26;231;110;13;18;18;18;15;33;248;134;15;17;18;18;18;14;74;254;51;14;18;18;18;18;14;50;254;106;14;18;18;18;18;18;14;119;254;43;14;18;18;18;18;18;15;138;250;46;15;18;18;18;18;17;14;123;254;60;14;18;18;18;18;18;13;107;254;68;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
10/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;113;254;171;183;117;37;203;21;65;214;23;13;134;126;13;14;71;222;25;16;14;53;254;41;15;18;13;93;250;33;15;18;17;20;195;141;15;18;18;18;14;111;241;32;15;18;18;18;14;116;254;37;15;18;18;17;17;21;193;155;16;17;18;18;18;17;16;147;238;32;15;18;18;18;18;15;37;251;134;15;18;18;18;18;18;15;46;254;147;16;17;18;18;18;18;15;39;250;164;17;17;18;18;18;18;15;33;246;147;16;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
11/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;113;254;242;254;112;39;225;24;41;223;26;12;109;178;19;15;35;242;49;15;16;25;223;80;13;18;16;32;244;80;13;18;18;13;85;242;32;16;18;18;15;32;244;86;13;18;18;18;15;36;251;101;13;18;18;18;18;13;74;254;52;14;18;18;18;18;14;50;254;106;13;18;18;18;18;18;14;118;254;43;15;18;18;18;17;17;15;137;254;51;14;18;18;18;18;18;14;123;254;42;15;18;18;18;18;17;15;140;254;49;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
12/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;165;254;254;254;111;39;225;23;37;247;50;12;61;211;21;16;19;191;92;13;18;14;142;159;16;17;18;15;155;163;17;17;18;15;33;246;90;12;17;18;18;15;142;203;23;16;18;18;18;14;119;233;29;16;18;18;17;17;21;196;154;16;18;18;18;18;17;15;146;237;32;15;18;18;18;18;15;36;249;135;15;17;18;18;18;18;15;45;254;149;16;17;18;18;18;18;15;38;254;129;15;18;18;18;18;18;15;48;254;143;16;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
13/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;20;191;253;238;184;117;21;186;34;18;203;62;12;38;233;40;15;14;124;160;15;18;14;79;225;25;16;18;13;75;251;34;15;18;18;14;138;201;21;17;18;18;15;48;254;63;14;18;18;17;15;36;248;102;13;18;18;18;18;13;74;254;53;14;18;17;18;18;14;50;254;108;13;18;17;18;18;18;13;88;254;63;14;18;18;18;18;17;15;137;254;51;14;18;18;18;18;18;14;121;254;42;15;18;18;18;18;17;16;159;254;36;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
14/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;17;22;198;228;190;77;117;15;202;62;15;193;80;13;22;214;64;14;14;71;227;25;16;16;32;241;63;14;18;16;31;247;82;13;18;18;14;53;254;50;14;18;18;17;18;179;163;18;17;18;18;18;15;146;233;30;16;18;18;18;17;21;193;154;16;17;18;17;18;17;16;146;238;32;15;18;18;18;18;16;24;211;174;19;17;18;18;17;18;15;45;254;150;16;17;18;18;18;18;15;40;254;129;15;18;18;18;18;18;14;69;254;110;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
15/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;15;42;254;231;149;60;151;19;202;62;12;126;127;13;15;151;106;13;15;36;246;50;15;17;16;172;132;14;18;18;15;152;165;16;17;17;17;22;209;121;15;18;18;18;14;70;253;43;15;18;18;18;14;53;254;93;13;18;18;18;18;13;74;254;52;14;18;18;18;17;14;50;254;107;13;18;18;18;18;18;13;86;254;64;14;18;18;18;18;18;15;136;254;51;14;18;18;18;18;17;18;157;254;40;15;18;18;18;18;17;20;180;224;25;16;18;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
16/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;15;45;254;254;157;59;206;20;153;66;12;115;168;18;13;103;164;16;17;19;195;94;13;18;13;100;201;21;17;18;13;74;254;35;15;18;18;14;101;234;27;16;18;18;16;24;221;124;15;18;18;18;17;17;156;191;21;17;18;18;18;17;21;191;157;17;18;18;18;18;17;16;146;241;32;15;18;18;18;18;16;24;210;173;19;17;17;18;18;18;15;45;254;116;14;18;18;18;18;18;14;56;254;98;13;18;18;18;18;18;13;85;254;77;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
17/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;13;85;254;254;157;59;207;16;117;120;12;65;207;21;12;67;206;23;17;13;124;154;16;17;15;42;250;48;14;18;16;31;244;102;13;18;18;15;39;254;82;13;18;18;18;14;99;242;29;16;18;18;18;14;53;254;73;13;17;18;18;18;13;73;254;53;14;18;18;18;17;14;49;254;107;13;18;18;18;18;17;13;85;254;60;13;18;17;18;18;18;15;137;247;34;15;18;18;18;18;17;17;159;225;29;16;18;18;18;18;16;29;234;160;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
18/02/02;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;103;254;254;157;59;207;16;120;128;12;51;228;31;14;33;231;37;15;14;69;223;25;16;17;19;200;107;13;18;17;15;149;190;19;17;18;18;15;151;174;19;17;18;18;16;28;229;91;14;18;18;18;17;16;169;191;22;17;18;18;18;16;24;220;154;16;17;18;18;18;17;15;144;238;32;15;18;18;18;18;16;24;214;135;15;18;18;18;18;18;15;45;254;115;14;18;18;18;18;18;14;61;254;88;13;18;17;18;18;18;15;127;254;55;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
