"MT_250";"MT_251";"MT_252";"MT_253"
0.72207486;0.54929646;0.79212981;0.57956323
0.78119658;0.53947626;0.77422352;0.60067982
0.81078691;0.49868087;0.79212981;0.60973409
0.7694076;0.48402384;0.7885557;0.60973409
0.60978485;0.52477037;0.82436828;0.60371796
0.67480106;0.53947626;0.8100361;0.62179641
0.78119658;0.53459058;0.8387362;0.64895921
0.80489243;0.60807114;0.81722006;0.64291301
0.73392278;0.5737737;0.8100361;0.65801348
0.77530209;0.58847958;0.82079417;0.6640296
0.75166519;0.66684581;0.82079417;0.67308386
0.72802829;0.68643737;0.83155224;0.68514619
0.78119658;0.67666602;0.89963901;0.6700758
0.79893899;0.60318546;0.85664248;0.6640296
0.7457707;0.66684581;0.85306837;0.65196727
0.75166519;0.62766269;0.86382644;0.64291301
0.76351312;0.60807114;0.82797813;0.63990495
0.7457707;0.59825093;0.84945852;0.63085068
0.66890657;0.5737737;0.84945852;0.61878835
0.67480106;0.5737737;0.82797813;0.61277223
0.66890657;0.56395349;0.81364595;0.60973409
0.62157383;0.59336525;0.79927803;0.60067982
0.63931624;0.62277702;0.74194932;0.59767176
0.65116416;0.63254837;0.74913328;0.57354711
0.67480106;0.5737737;0.7562815;0.50114306
0.63342175;0.56888802;0.76346546;0.44684755
0.57430003;0.53459058;0.58783373;0.44985561
0.55066313;0.55906781;0.52217735;0.43779329
0.56840554;0.52965605;0.41130848;0.42573096
0.52702623;0.53947626;0.32903249;0.41971484
0.4974359;0.51499902;0.3326066;0.38349777
0.45605659;0.40091851;0.29325566;0.3261942
0.38508694;0.31776432;0.26823689;0.22879317
0.35396404;0.32264999;0.29682977;0.17157983
0.16522252;0.26890756;0.25033061;0.1505234
0.12979664;0.29822161;0.27538511;0.15653953
0.13569113;0.18575337;0.28968155;0.12642883
0.11800766;0.14666797;0.26466278;0.13849116
0.14748011;0.14178229;0.271811;0.14149922
0.14158562;0.17109635;0.271811;0.14751534
0.19469496;0.15155364;0.26823689;0.13548309
0.14158562;0.161325;0.23246006;0.13849116
0.13569113;0.12712527;0.25751456;0.09935627
0.11211317;0.1808677;0.26823689;0.12642883
0.15337459;0.13689662;0.26466278;0.11439658
0.13569113;0.11241939;0.25033061;0.11740464
0.11800766;0.12712527;0.271811;0.12041271
0.10621869;0.161325;0.24318239;0.15653953
0.11800766;0.13689662;0.23603417;0.12041271
0.15932803;0.13201094;0.26108867;0.14450728
0.18290598;0.12712527;0.25390471;0.12041271
0.11211317;0.16621067;0.25390471;0.10838046
0.09442971;0.14666797;0.26108867;0.13849116
0.17111701;0.12712527;0.26823689;0.11138852
0.12979664;0.11730506;0.32188427;0.15954759
0.0766873;0.18575337;0.30758783;0.12943689
0.12979664;0.13689662;0.30758783;0.13247503
0.13569113;0.15155364;0.30758783;0.09334015
0.52702623;0.14178229;0.3969763;0.17762604
0.35396404;0.13201094;0.5448372;0.29602334
0.50928382;0.13689662;0.5663176;0.29602334
0.45605659;0.161325;0.63801422;0.25887378
0.56840554;0.54929646;0.64158833;0.29000722
0.49154141;0.69625757;0.63801422;0.26491999
0.4501621;0.64725425;0.48997462;0.26792805
0.39104038;0.5198847;0.49712284;0.2257851
0.35396404;0.63254837;0.58064977;0.25285766
0.38508694;0.58847958;0.67743665;0.23480929
0.59204244;0.50845222;0.79927803;0.47401035
0.62752726;0.42046121;0.85664248;0.55243051
0.68069555;0.47913817;0.74552343;0.61277223
0.65116416;0.54929646;0.76346546;0.57655517
0.62752726;0.47425249;0.73837521;0.58560943
0.66890657;0.45954661;0.75985561;0.57956323
0.71618037;0.5198847;0.76703957;0.60371796
0.66295314;0.62277702;0.81364595;0.61578029
0.86401415;0.5835939;0.86740055;0.62483456
0.77530209;0.5737737;0.86382644;0.58560943
0.69254347;0.52965605;0.8423103;0.58861749
0.68664898;0.57865937;0.82436828;0.56148478
0.73392278;0.55418214;0.81364595;0.57956323
0.73392278;0.55418214;0.82079417;0.56148478
0.77530209;0.55906781;0.85664248;0.54942245
0.69254347;0.5198847;0.80288788;0.60973409
0.69254347;0.60807114;0.81364595;0.52830586
0.72802829;0.73055501;0.8423103;0.54638431
0.72802829;0.58847958;0.78494585;0.52526772
0.67480106;0.56395349;0.7885557;0.55243051
0.62752726;0.53947626;0.80288788;0.54638431
0.75755968;0.56888802;0.72404303;0.57053904
0.7457707;0.62766269;0.78137174;0.47097221
0.83442381;0.51499902;0.75985561;0.53432198
0.75755968;0.58847958;0.76703957;0.52526772
0.64526967;0.46443228;0.77422352;0.51320539
0.73392278;0.56395349;0.76703957;0.53432198
0.69254347;0.64236858;0.72404303;0.57956323
0.70439139;0.60807114;0.79927803;0.5675009
0.69843796;0.52965605;0.77779763;0.54337625
0.72802829;0.46443228;0.75270739;0.53131392
0.66295314;0.49868087;0.79927803;0.56449284
0.65705865;0.5737737;0.75270739;0.54036819
0.82263484;0.50845222;0.81722006;0.56449284
0.94087828;0.62766269;0.81364595;0.58560943
0.71028588;0.61784249;0.81722006;0.60067982
0.66295314;0.5835939;0.8100361;0.57655517
0.8166814;0.53947626;0.77422352;0.59767176
0.78119658;0.5835939;0.79212981;0.65196727
0.82852933;0.62766269;0.77779763;0.65801348
0.80489243;0.60807114;0.83155224;0.64895921
0.73392278;0.66196013;0.82436828;0.63388882
0.72802829;0.57865937;0.79927803;0.62784262
0.66890657;0.62277702;0.84588441;0.61578029
0.71028588;0.62277702;0.7885557;0.62483456
0.65705865;0.65213993;0.82436828;0.65196727
0.60978485;0.5835939;0.79927803;0.59165564
0.62157383;0.56395349;0.79212981;0.49512694
0.56840554;0.54929646;0.77779763;0.47097221
0.62157383;0.55906781;0.77061367;0.47097221
0.59793693;0.61295681;0.7562815;0.46194802
0.60978485;0.59336525;0.74552343;0.45590182
0.56840554;0.53947626;0.74194932;0.46495608
0.52702623;0.5835939;0.73119125;0.46194802
0.40282935;0.55418214;0.59501769;0.40765251
0.39693487;0.54929646;0.51860324;0.32920226
0.37164751;0.54436193;0.43275314;0.24082541
0.39693487;0.54436193;0.39340219;0.20469859
0.39693487;0.49379519;0.38625398;0.24684154
0.40878279;0.3910983;0.29325566;0.21071472
0.37760094;0.29822161;0.271811;0.19868247
0.35985853;0.27867891;0.27895922;0.1745879
0.34806955;0.25913621;0.26108867;0.20770665
0.35396404;0.28845026;0.2467565;0.21372278
0.40878279;0.17598202;0.26466278;0.18965828
0.37760094;0.11730506;0.27538511;0.19868247
0.39693487;0.13201094;0.25033061;0.16857177
0.37760094;0.15155364;0.25033061;0.17762604
0.39104038;0.13201094;0.23960828;0.18665022
0.34806955;0.13201094;0.26108867;0.19567441
0.37760094;0.11730506;0.23960828;0.19868247
0.35985853;0.15155364;0.24318239;0.16556371
0.39693487;0.11241939;0.24318239;0.14450728
0.36575302;0.09287669;0.25033061;0.17762604
0.34806955;0.09776236;0.23246006;0.16857177
0.37760094;0.15643932;0.25033061;0.15353146
0.36575302;0.11730506;0.23960828;0.16255565
0.20648394;0.10753371;0.24318239;0.1806341
0.17111701;0.11241939;0.25751456;0.18665022
0.10621869;0.13201094;0.23603417;0.20469859
0.10621869;0.12712527;0.25033061;0.21673084
0.11800766;0.10753371;0.28253333;0.23180123
0.15932803;0.16621067;0.36123521;0.23781735
0.09442971;0.27867891;0.38982809;0.2498496
0.13569113;0.27379324;0.34690303;0.19868247
0.14158562;0.24931601;0.36838343;0.20169053
0.40282935;0.32264999;0.47567819;0.24383347
0.39693487;0.36178425;0.53647378;0.31713994
0.4974359;0.23465898;0.50069695;0.2990314
0.4974359;0.24443033;0.5663176;0.31413187
0.46790451;0.53459058;0.69895279;0.42573096
0.5210728;0.59336525;0.67025269;0.40765251
0.49154141;0.5198847;0.53647378;0.42873902
0.36575302;0.44000391;0.5448372;0.39859824
0.31859711;0.48890952;0.63444012;0.41971484
0.33038609;0.39598397;0.68819472;0.41066057
0.43241969;0.38621262;0.77779763;0.55847672
0.53292072;0.38621262;0.71685907;0.72136325
0.49154141;0.48402384;0.70967511;0.83046565
0.48558798;0.61784249;0.73119125;0.84258814
0.50333039;0.70114325;0.71685907;0.785074
0.58614795;0.79914989;0.72761714;0.71230899
0.63342175;0.68643737;0.77061367;0.74849597
0.5447097;0.65213993;0.70967511;0.75755023
0.62157383;0.65213993;0.7562815;0.71531705
0.62157383;0.6913719;0.78494585;0.75454217
0.63931624;0.80892124;0.77422352;0.7605583
0.59793693;0.70607778;0.80646199;0.7394417
0.52702623;0.67178034;0.79570392;0.73038744
0.61567934;0.72566934;0.76346546;0.72136325
0.59793693;0.67178034;0.74552343;0.74548791
0.56840554;0.79914989;0.74552343;0.79719649
0.59204244;0.75996678;0.76346546;0.73643364
0.60383142;0.88733633;0.76703957;0.73643364
0.58614795;0.73544069;0.80646199;0.74849597
0.60978485;0.69625757;0.75270739;0.74548791
0.55655762;0.62277702;0.77061367;0.78811214
0.58614795;0.67666602;0.80288788;0.79415834
0.55066313;0.66684581;0.82079417;0.79719649
0.73392278;0.67178034;0.7562815;0.75755023
0.67480106;0.72073481;0.74913328;0.76690531
0.60978485;0.61295681;0.78137174;0.83954999
0.56245211;0.6913719;0.74552343;0.95457827
0.62157383;0.74032636;0.79570392;0.92735531
0.56245211;0.68155169;0.79212981;0.87284924
0.57430003;0.70114325;0.75270739;0.95457827
0.60383142;0.71584913;0.73476536;1
0.62752726;0.71584913;0.79570392;1
0.69254347;0.68155169;0.7885557;0.89405607
0.52702623;0.66684581;0.81722006;0.93944772
0.72207486;0.73544069;0.75985561;0.98787751
0.70439139;0.84815321;0.79212981;0.96366262
0.56840554;0.79426422;0.7562815;0.88797979
0.5447097;0.71096346;0.86740055;0.94248586
0.59793693;0.82362713;0.86382644;0.95157021
0.56245211;0.86281024;0.82797813;0.94549392
0.60383142;0.70114325;0.8423103;0.88193358
0.59204244;0.7452609;0.7885557;0.94248586
0.59793693;0.83344733;0.82797813;0.97274696
0.62752726;0.67178034;0.7885557;0.89706413
0.67480106;0.7746238;0.79212981;0.87588738
0.65116416;0.82362713;0.81364595;0.87892552
0.63342175;0.69625757;0.84588441;0.84562628
0.65116416;0.70114325;0.81722006;0.85471062
0.59204244;0.84321868;0.79570392;0.82141138
0.65116416;0.59336525;0.77779763;0.70626278
0.5210728;0.62766269;0.76346546;0.6700758
0.64526967;0.79914989;0.7562815;0.64291301
0.57430003;0.67178034;0.76703957;0.55847672
0.5447097;0.66196013;0.76346546;0.52225966
0.45605659;0.7746238;0.64877229;0.46796414
0.39104038;0.62766269;0.53289967;0.4227229
0.40878279;0.62766269;0.43632725;0.31413187
0.35396404;0.75014657;0.40055041;0.2990314
0.20058945;0.54436193;0.34332893;0.2990314
0.15337459;0.43023256;0.32188427;0.26191192
0.14158562;0.3324702;0.31473605;0.25887378
0.11211317;0.32264999;0.30397798;0.23180123
0.08264073;0.26402189;0.28610744;0.19266635
0.15932803;0.30799296;0.30040387;0.22277704
0.11800766;0.20045925;0.27895922;0.15353146
0.10621869;0.14178229;0.32545838;0.15653953
0.12390215;0.14666797;0.27895922;0.16556371
0.14748011;0.17598202;0.27895922;0.18364216
0.15337459;0.15643932;0.30040387;0.17157983
0.06489832;0.14666797;0.28610744;0.1806341
0.1003242;0.13689662;0.27538511;0.1806341
0.08264073;0.17598202;0.28968155;0.1505234
0.08853522;0.14666797;0.28253333;0.17762604
0.1003242;0.09776236;0.27538511;0.15353146
0.06489832;0.12712527;0.27895922;0.15353146
0.11211317;0.17109635;0.25751456;0.17157983
0.11800766;0.14178229;0.28253333;0.16556371
0.1003242;0.12712527;0.30040387;0.19266635
0.09442971;0.12712527;0.25751456;0.21976898
0.12390215;0.17109635;0.29325566;0.21372278
0.11800766;0.13689662;0.271811;0.1745879
0.0766873;0.11730506;0.29325566;0.08428589
0.07079281;0.13689662;0.33618071;0.1806341
0.0766873;0.17109635;0.32903249;0.20469859
0.12979664;0.12712527;0.32545838;0.24684154
0.08264073;0.30310729;0.33975482;0.19567441
0.42646625;0.21511628;0.48997462;0.23781735
0.37760094;0.13201094;0.50784517;0.27996029
0.53292072;0.10264804;0.51145502;0.27695223
0.45605659;0.16621067;0.6200722;0.29602334
0.59204244;0.44977526;0.59140784;0.43177716
0.52702623;0.92651944;0.58064977;0.50415113
0.51517831;0.82362713;0.54004789;0.48002647
0.44420866;0.72566934;0.5985918;0.38653592
0.43831418;0.68643737;0.58064977;0.44383949
0.39104038;0.74032636;0.66667858;0.57053904
0.49154141;0.57865937;0.78494585;0.69420046
0.56840554;0.49868087;0.72043318;0.7394417
0.4974359;0.65707446;0.71328496;0.7911202
0.5447097;0.68643737;0.71685907;0.78203586
0.53292072;0.7452609;0.71328496;0.77598965
0.50928382;0.71584913;0.73119125;0.7911202
0.58019452;0.70607778;0.74913328;0.76690531
0.5447097;0.62766269;0.80646199;0.71230899
0.58019452;0.72566934;0.82079417;0.73342558
0.61567934;0.68643737;0.80646199;0.72437132
0.63931624;0.68155169;0.80288788;0.74548791
0.67480106;0.56888802;0.83155224;0.72737938
0.60978485;0.67178034;0.74913328;0.76690531
0.59793693;0.63254837;0.76346546;0.79719649
0.66295314;0.52477037;0.74194932;0.77598965
0.66890657;0.65213993;0.73119125;0.82441944
0.65116416;0.76973813;0.77061367;0.79415834
0.65116416;0.48890952;0.74552343;0.75755023
0.66295314;0.64236858;0.74552343;0.79415834
0.62752726;0.70607778;0.73476536;0.79719649
0.61567934;0.60318546;0.74552343;0.77598965
0.63931624;0.55906781;0.69895279;0.70626278
0.61567934;0.70114325;0.75985561;0.69720852
0.66890657;0.69625757;0.73476536;0.75454217
0.60978485;0.50356654;0.706101;0.72437132
0.63931624;0.55906781;0.78137174;0.75150403
0.51517831;0.62766269;0.73476536;0.77598965
0.55655762;0.5198847;0.74194932;0.75150403
0.58019452;0.62766269;0.7562815;0.70024666
0.62157383;0.66684581;0.77422352;0.71832511
0.59793693;0.63254837;0.74552343;0.68818433
0.58614795;0.67178034;0.76703957;0.74247985
0.57430003;0.70114325;0.75270739;0.72136325
0.55066313;0.5835939;0.80288788;0.75454217
0.58019452;0.72073481;0.75985561;0.77598965
0.65705865;0.77955833;0.7885557;0.77902779
0.60978485;0.61295681;0.75985561;0.73342558
0.66890657;0.63254837;0.79927803;0.73038744
0.59793693;0.84321868;0.7885557;0.77295151
0.60383142;0.68643737;0.76703957;0.76994345
0.62157383;0.78932969;0.8423103;0.76690531
0.66295314;0.85303889;0.77061367;0.72737938
0.62157383;0.71584913;0.77061367;0.73038744
0.63342175;0.75014657;0.75985561;0.71230899
0.65116416;0.75014657;0.76346546;0.69720852
0.58019452;0.64725425;0.75985561;0.71832511
0.57430003;0.66684581;0.77422352;0.65497533
0.62752726;0.73544069;0.76346546;0.6700758
0.55066313;0.75014657;0.7562815;0.70024666
0.61567934;0.62277702;0.74913328;0.65497533
0.50928382;0.72073481;0.706101;0.69420046
0.58614795;0.73544069;0.71328496;0.67609193
0.55655762;0.63254837;0.73476536;0.5946637
0.5447097;0.71096346;0.72043318;0.53432198
0.42057177;0.72566934;0.60934987;0.48908074
0.28317123;0.5737737;0.50427106;0.38349777
0.27727675;0.62277702;0.40055041;0.31713994
0.25959328;0.71584913;0.31116194;0.27996029
0.1003242;0.46936682;0.30758783;0.2990314
0.06489832;0.34712722;0.29682977;0.28597642
0.04721485;0.28845026;0.28610744;0.24383347
0.04721485;0.28356459;0.28253333;0.20770665
0.03542588;0.25420168;0.25751456;0.1505234
0.01184792;0.26890756;0.27538511;0.18965828
0.05310934;0.18575337;0.26466278;0.19567441
0.38508694;0.14178229;0.25751456;0.17762604
0.28317123;0.11730506;0.26466278;0.17762604
0.17701149;0.161325;0.26108867;0.16857177
0.18290598;0.14666797;0.2467565;0.15653953
0.09442971;0.11730506;0.23960828;0.15954759
0.12390215;0.13689662;0.2467565;0.15954759
0.0766873;0.15155364;0.26823689;0.1505234
0.10621869;0.13201094;0.2467565;0.15653953
0.08853522;0.07821966;0.24318239;0.15954759
0.03542588;0.10264804;0.2467565;0.15653953
0.06489832;0.13689662;0.21458951;0.13849116
0.1003242;0.12223959;0.25033061;0.15653953
0.0766873;0.09776236;0.2467565;0.19567441
0.1003242;0.11241939;0.22173773;0.21673084
0.08264073;0.14178229;0.2467565;0.19567441
0.10621869;0.12223959;0.23246006;0.18965828
0.04721485;0.10753371;0.25751456;0.23480929
0.09442971;0.12223959;0.27895922;0.2498496
0.05900383;0.13689662;0.23960828;0.19868247
0.11211317;0.13201094;0.25390471;0.21071472
0.06489832;0.22000195;0.31831016;0.21372278
0.66890657;0.22488763;0.43632725;0.22879317
0.43241969;0.11730506;0.46495586;0.25887378
0.42057177;0.11241939;0.49712284;0.28296836
0.36575302;0.15643932;0.6200722;0.31413187
0.51517831;0.43023256;0.51860324;0.45590182
0.50928382;0.53947626;0.56274349;0.44985561
0.44420866;0.5835939;0.54004789;0.45289376
0.43831418;0.92163377;0.46495586;0.37444351
0.37164751;0.76973813;0.56992745;0.42573096
0.39693487;0.6913719;0.63444012;0.53131392
0.50928382;0.66684581;0.8387362;0.67609193
0.55066313;0.6374829;0.75985561;0.6640296
0.52702623;0.59825093;0.73476536;0.80625075
0.50333039;0.83344733;0.72043318;0.77295151
0.56245211;0.75996678;0.72043318;0.80625075
0.63342175;0.69625757;0.69895279;0.79719649
0.66890657;0.55418214;0.7885557;0.7911202
0.63342175;0.65707446;0.75985561;0.78203586
0.62752726;0.61784249;0.74913328;0.78203586
0.62752726;0.60807114;0.8100361;0.67308386
0.60978485;0.70607778;0.80646199;0.71832511
0.58614795;0.64236858;0.76703957;0.77598965
0.65116416;0.5737737;0.7562815;0.74548791
0.63342175;0.66684581;0.77422352;0.73342558
0.56245211;0.6913719;0.74194932;0.71531705
0.5447097;0.55906781;0.75270739;0.72737938
0.68069555;0.67178034;0.79212981;0.78203586
0.65116416;0.5737737;0.77779763;0.74548791
0.64526967;0.55418214;0.77061367;0.72437132
0.59793693;0.75014657;0.74913328;0.69420046
0.56245211;0.68155169;0.75270739;0.70626278
0.59204244;0.61295681;0.72404303;0.66706774
0.55655762;0.69625757;0.74194932;0.70626278
0.53292072;0.63254837;0.76703957;0.78203586
0.45605659;0.5737737;0.74552343;0.75454217
0.56245211;0.65707446;0.73837521;0.70930093
0.4974359;0.70607778;0.79927803;0.69420046
0.51517831;0.64725425;0.84945852;0.71230899
0.5447097;0.72073481;0.71328496;0.69420046
0.53292072;0.65707446;0.706101;0.69720852
0.58019452;0.61784249;0.73837521;0.68514619
0.53881521;0.65707446;0.73837521;0.71531705
0.55066313;0.7452609;0.82436828;0.72737938
0.64526967;0.50845222;0.75985561;0.76994345
0.70439139;0.53947626;0.75270739;0.78203586
0.60383142;0.5198847;0.77061367;0.75150403
0.65705865;0.56888802;0.74913328;0.7605583
0.66295314;0.71096346;0.7885557;0.82745759
0.60978485;0.65213993;0.80646199;0.84562628
0.58019452;0.6374829;0.75270739;0.80324269
0.63931624;0.74032636;0.8100361;0.83046565
0.62157383;0.71584913;0.81722006;0.79719649
0.71618037;0.72073481;0.78494585;0.7605583
0.64526967;0.63254837;0.76703957;0.75755023
0.63931624;0.58847958;0.75985561;0.75454217
0.67480106;0.67666602;0.76346546;0.67913007
0.57430003;0.58847958;0.7885557;0.67308386
0.56840554;0.62766269;0.7562815;0.69420046
0.55655762;0.6913719;0.72043318;0.71230899
0.52702623;0.5835939;0.75270739;0.66102154
0.5447097;0.59336525;0.7025269;0.6700758
0.53292072;0.55906781;0.70967511;0.66102154
0.53881521;0.53459058;0.72404303;0.60067982
0.51517831;0.51499902;0.71685907;0.50718927
0.42646625;0.50845222;0.58783373;0.48306461
0.35985853;0.52477037;0.48640051;0.39859824
0.34217507;0.50356654;0.42203081;0.30808567
0.31270262;0.50845222;0.35047714;0.28597642
0.16522252;0.45466093;0.28610744;0.29000722
0.08853522;0.35689857;0.29325566;0.25887378
0.1003242;0.31287864;0.27538511;0.23781735
0.06489832;0.28356459;0.271811;0.20770665
0.07079281;0.23954466;0.27538511;0.21976898
0.01774241;0.28845026;0.24318239;0.21372278
0.11211317;0.18575337;0.25390471;0.19868247
0.07079281;0.12223959;0.26823689;0.1745879
0.1003242;0.12223959;0.22173773;0.18364216
0.0766873;0.14178229;0.23603417;0.14450728
0.08264073;0.12712527;0.24318239;0.18665022
0.1003242;0.11241939;0.23603417;0.18665022
0.05310934;0.10264804;0.22888595;0.18965828
0.04721485;0.15155364;0.25033061;0.17762604
0.08264073;0.11241939;0.23603417;0.14751534
0.0766873;0.07821966;0.25751456;0.1806341
0.06489832;0.09287669;0.23603417;0.18364216
0.06489832;0.15155364;0.22173773;0.17762604
0.06489832;0.12712527;0.25033061;0.20770665
0.10621869;0.10753371;0.26466278;0.23480929
0.09442971;0.08799101;0.23603417;0.21673084
0.1003242;0.14666797;0.23960828;0.19868247
0.08853522;0.12712527;0.25390471;0.21976898
0.08853522;0.10753371;0.25390471;0.20469859
0.09442971;0.10264804;0.28253333;0.27093611
0.03542588;0.12223959;0.25033061;0.20770665
0.08264073;0.11730506;0.25751456;0.19567441
0.06489832;0.20045925;0.27895922;0.2498496
0.48558798;0.21511628;0.40055041;0.25586572
0.33628058;0.12712527;0.51502913;0.30206955
0.42646625;0.10753371;0.42917903;0.32318614
0.48558798;0.16621067;0.51860324;0.46194802
0.39693487;0.3324702;0.59501769;0.48908074
0.51517831;0.35689857;0.55555953;0.3955601
0.50928382;0.44488958;0.46495586;0.41066057
0.42057177;0.71096346;0.46495586;0.39859824
0.30680813;0.60807114;0.56274349;0.38349777
0.38508694;0.50845222;0.69895279;0.44985561
0.44420866;0.54929646;0.77422352;0.62784262
0.53292072;0.3910983;0.76346546;0.77902779
0.4974359;0.52965605;0.76346546;0.83654193
0.53881521;0.65213993;0.78494585;0.7911202
0.4974359;0.47913817;0.7885557;0.75150403
0.52702623;0.42534688;0.73837521;0.75150403
0.57430003;0.44000391;0.82436828;0.74849597
0.60383142;0.44488958;0.83512634;0.6640296
0.57430003;0.52965605;0.8100361;0.70325472
0.65116416;0.48890952;0.78494585;0.70325472
0.66295314;0.54929646;0.78494585;0.6911924
0.61567934;0.45466093;0.74194932;0.72437132
0.57430003;0.48402384;0.79212981;0.6911924
0.59204244;0.48890952;0.77779763;0.68213813
0.59793693;0.48402384;0.71328496;0.64291301
0.58614795;0.54929646;0.76703957;0.70626278
0.61567934;0.46443228;0.73837521;0.69420046
0.62157383;0.44977526;0.7562815;0.71531705
0.62157383;0.49868087;0.74552343;0.72437132
0.60978485;0.44000391;0.8100361;0.70024666
0.59204244;0.42046121;0.75985561;0.68818433
0.56840554;0.62277702;0.7562815;0.6640296
0.59793693;0.53459058;0.75985561;0.65801348
0.62157383;0.43023256;0.77061367;0.70325472
0.58614795;0.41557553;0.77422352;0.72737938
0.60383142;0.41068986;0.77422352;0.69420046
0.59793693;0.45954661;0.76703957;0.71832511
0.63931624;0.53459058;0.76703957;0.67913007
0.62157383;0.48402384;0.82079417;0.70930093
0.65116416;0.55418214;0.74913328;0.67609193
0.66295314;0.62277702;0.8100361;0.70325472
0.64526967;0.47913817;0.78494585;0.68818433
0.60383142;0.46936682;0.79570392;0.74548791
0.58019452;0.53459058;0.8100361;0.75454217
0.70439139;0.55418214;0.7885557;0.71230899
0.62157383;0.56395349;0.7885557;0.75150403
0.60978485;0.50845222;0.82797813;0.80324269
0.60978485;0.52477037;0.81722006;0.77598965
0.65116416;0.63254837;0.80646199;0.75150403
0.65116416;0.64236858;0.85664248;0.80020455
0.68069555;0.64236858;0.84945852;0.83046565
0.65116416;0.61784249;0.81364595;0.80625075
0.60978485;0.5737737;0.78137174;0.80625075
0.57430003;0.58847958;0.8387362;0.78811214
0.63342175;0.65707446;0.83512634;0.7911202
0.58019452;0.58847958;0.8387362;0.73038744
0.58019452;0.61295681;0.79927803;0.6911924
0.60978485;0.56395349;0.84945852;0.6640296
0.60383142;0.53459058;0.79570392;0.6700758
0.60978485;0.54929646;0.76703957;0.69720852
0.53881521;0.55418214;0.77422352;0.66706774
0.55655762;0.55906781;0.75270739;0.68213813
0.55655762;0.52965605;0.78137174;0.60067982
0.52702623;0.53459058;0.73837521;0.52225966
0.40282935;0.50845222;0.64516244;0.47401035
0.42646625;0.52477037;0.41488259;0.39859824
0.42057177;0.50845222;0.40412452;0.3322404
0.34806955;0.52477037;0.3326066;0.29301528
0.18880047;0.45954661;0.30758783;0.30507761
0.15932803;0.36666992;0.30758783;0.26792805
0.1003242;0.27379324;0.29325566;0.27394417
0.10621869;0.29822161;0.27538511;0.20169053
0.08853522;0.25913621;0.28968155;0.15653953
0.08853522;0.28845026;0.25751456;0.19266635
0.15337459;0.18575337;0.25751456;0.14450728
0.10621869;0.13201094;0.27538511;0.18364216
0.12979664;0.12223959;0.26108867;0.20169053
0.10621869;0.161325;0.25751456;0.17762604
0.12390215;0.14666797;0.25751456;0.17762604
0.09442971;0.13689662;0.25033061;0.16857177
0.08853522;0.10753371;0.26466278;0.16857177
0.06489832;0.15155364;0.23960828;0.15653953
0.0766873;0.12712527;0.2467565;0.17157983
0.12390215;0.08799101;0.26823689;0.15954759
0.08264073;0.12223959;0.25033061;0.16857177
0.09442971;0.14666797;0.24318239;0.16556371
0.10621869;0.13201094;0.23246006;0.16857177
0.10621869;0.12712527;0.26823689;0.18364216
0.08853522;0.11730506;0.23246006;0.23781735
0.10621869;0.16621067;0.26823689;0.25285766
0.12979664;0.10753371;0.2467565;0.19266635
0.09442971;0.10753371;0.26108867;0.21372278
0.11800766;0.13201094;0.33975482;0.26792805
0.1003242;0.14178229;0.30040387;0.19266635
0.10621869;0.12712527;0.32903249;0.23180123
0.15337459;0.14178229;0.32545838;0.27695223
0.46195108;0.30799296;0.31831016;0.27093611
0.33038609;0.23954466;0.32545838;0.34731079
0.50333039;0.11730506;0.3969763;0.31413187
0.4501621;0.3520129;0.67025269;0.46194802
0.47969349;0.61295681;0.68101076;0.48908074
0.52702623;0.59336525;0.58064977;0.38954398
0.4974359;0.48402384;0.51145502;0.41066057
0.43831418;0.44000391;0.47567819;0.38349777
0.38508694;0.53459058;0.60934987;0.4227229
0.34806955;0.44488958;0.73476536;0.45890988
0.50928382;0.52965605;0.77422352;0.68514619
0.53881521;0.3520129;0.74913328;0.72136325
0.49154141;0.41068986;0.73476536;0.75454217
0.55655762;0.48890952;0.71685907;0.74548791
0.60978485;0.48402384;0.73837521;0.74849597
0.60978485;0.54436193;0.80646199;0.72737938
0.60978485;0.53459058;0.74913328;0.69720852
0.60383142;0.55418214;0.77422352;0.71832511
0.55066313;0.49379519;0.75270739;0.7605583
0.62752726;0.5198847;0.77779763;0.75150403
0.7694076;0.51499902;0.80288788;0.74247985
0.62752726;0.49868087;0.87815862;0.75454217
0.63342175;0.45954661;0.78494585;0.75454217
0.65705865;0.48890952;0.79927803;0.73342558
0.63931624;0.44000391;0.77422352;0.70024666
0.62157383;0.45954661;0.76346546;0.74247985
0.66890657;0.52965605;0.79570392;0.75454217
0.65705865;0.50356654;0.79570392;0.79719649
0.62752726;0.47425249;0.81722006;0.78811214
0.59204244;0.41557553;0.86382644;0.78203586
0.58019452;0.45466093;0.82079417;0.76690531
0.59204244;0.52477037;0.78137174;0.78203586
0.59793693;0.49379519;0.7885557;0.77295151
0.63342175;0.46443228;0.74913328;0.77902779
0.57430003;0.52965605;0.74194932;0.72437132
0.62752726;0.47913817;0.77779763;0.72737938
0.63931624;0.5737737;0.8100361;0.74849597
0.63931624;0.62766269;0.84588441;0.74849597
0.66295314;0.47913817;0.78137174;0.7605583
0.61567934;0.50845222;0.76703957;0.74548791
0.62157383;0.49868087;0.76703957;0.73643364
0.81078691;0.5737737;0.82797813;0.78203586
0.7694076;0.47425249;0.79927803;0.75454217
0.65705865;0.52477037;0.76703957;0.7605583
0.65116416;0.53947626;0.7885557;0.78203586
